InvoiceNumber,EquipID,InvoiceDate
INV-04317,3512,2023-03-31
INV-04318,4580,2023-03-29
INV-04319,3157,2023-01-22
INV-04320,4876,2023-01-05
INV-04321,4303,2023-12-10
INV-04322,5333,2023-03-17
INV-04323,4279,2023-12-07
INV-04324,3419,2023-10-15
INV-04325,233,2023-06-24
INV-04326,3819,2023-06-26
INV-04327,3073,2023-12-28
INV-04328,5323,2023-08-31
INV-04329,3719,2023-09-22
INV-04330,5166,2023-11-27
INV-04331,4239,2023-02-26
INV-04332,367,2023-08-08
INV-04333,741,2023-11-11
INV-04334,511,2023-05-06
INV-04335,5667,2023-08-12
INV-04336,2502,2023-01-03
INV-04337,2062,2023-10-03
INV-04338,3435,2023-07-24
INV-04339,1015,2023-07-19
INV-04340,2065,2023-12-26
INV-04341,4703,2023-03-31
INV-04342,1723,2023-11-04
INV-04343,848,2023-07-31
INV-04344,647,2023-09-04
INV-04345,2882,2023-10-20
INV-04346,3585,2023-06-08
INV-04347,3052,2023-12-01
INV-04348,3892,2023-09-29
INV-04349,1922,2023-05-04
INV-04350,3139,2023-12-01
INV-04351,4024,2023-01-01
INV-04352,2663,2023-05-06
INV-04353,1992,2023-07-01
INV-04354,2538,2023-07-24
INV-04355,1102,2023-06-21
INV-04356,1391,2023-12-01
INV-04357,1217,2023-04-22
INV-04358,2883,2023-06-30
INV-04359,1019,2023-04-02
INV-04360,3471,2023-12-02
INV-04361,317,2023-04-02
INV-04362,297,2023-01-05
INV-04363,267,2023-07-12
INV-04364,2541,2023-11-19
INV-04365,453,2023-09-23
INV-04366,3549,2023-01-08
INV-04367,5627,2023-08-13
INV-04368,2566,2023-05-11
INV-04369,3057,2023-08-08
INV-04370,3770,2023-02-07
INV-04371,2668,2023-03-27
INV-04372,3602,2023-03-30
INV-04373,4881,2023-10-13
INV-04374,3415,2023-08-26
INV-04375,4428,2023-01-31
INV-04376,2282,2023-03-24
INV-04377,5773,2023-06-23
INV-04378,3053,2023-01-19
INV-04379,531,2023-07-11
INV-04380,3481,2023-07-29
INV-04381,2205,2023-01-01
INV-04382,2506,2023-09-09
INV-04383,5427,2023-12-20
INV-04384,1036,2023-04-22
INV-04385,3901,2023-06-14
INV-04386,5817,2023-11-23
INV-04387,2087,2023-08-31
INV-04388,3344,2023-07-13
INV-04389,4951,2023-01-27
INV-04390,4026,2023-07-03
INV-04391,1128,2023-06-19
INV-04392,491,2023-03-04
INV-04393,3336,2023-06-19
INV-04394,2828,2023-01-18
INV-04395,5509,2023-11-12
INV-04396,4284,2023-08-09
INV-04397,3715,2023-11-01
INV-04398,4082,2023-09-07
INV-04399,931,2023-07-27
INV-04400,206,2023-10-15
INV-04401,1521,2023-06-18
INV-04402,4376,2023-08-11
INV-04403,1965,2023-05-17
INV-04404,5137,2023-05-21
INV-04405,3614,2023-09-12
INV-04406,4606,2023-05-29
INV-04407,5379,2023-09-25
INV-04408,5648,2023-09-29
INV-04409,3401,2023-12-28
INV-04410,2458,2023-12-05
INV-04411,5278,2023-02-18
INV-04412,1478,2023-11-13
INV-04413,2887,2023-11-27
INV-04414,670,2023-07-01
INV-04415,3682,2023-01-14
INV-04416,4488,2023-09-25
INV-04417,5149,2023-11-08
INV-04418,2302,2023-10-29
INV-04419,1755,2023-08-18
INV-04420,1271,2023-09-30
INV-04421,5768,2023-07-17
INV-04422,3870,2023-06-27
INV-04423,5232,2023-09-13
INV-04424,3700,2023-12-19
INV-04425,176,2023-07-01
INV-04426,694,2023-03-20
INV-04427,5547,2023-06-30
INV-04428,3059,2023-09-12
INV-04429,3918,2023-05-02
INV-04430,241,2023-06-26
INV-04431,5158,2023-11-12
INV-04432,2622,2023-10-10
INV-04433,348,2023-09-26
INV-04434,810,2023-03-11
INV-04435,854,2023-05-12
INV-04436,4019,2023-05-21
INV-04437,5723,2023-12-11
INV-04438,216,2023-05-24
INV-04439,2614,2023-11-04
INV-04440,4512,2023-10-20
INV-04441,555,2023-11-26
INV-04442,1658,2023-10-07
INV-04443,5033,2023-10-19
INV-04444,4870,2023-01-31
INV-04445,3505,2023-07-20
INV-04446,894,2023-10-27
INV-04447,1166,2023-01-21
INV-04448,1345,2023-12-20
INV-04449,2749,2023-04-22
INV-04450,1761,2023-04-28
INV-04451,5491,2023-07-09
INV-04452,4499,2023-11-12
INV-04453,3221,2023-11-16
INV-04454,2389,2023-07-02
INV-04455,3560,2023-08-07
INV-04456,5934,2023-11-23
INV-04457,1552,2023-06-18
INV-04458,1985,2023-10-17
INV-04459,5572,2023-07-14
INV-04460,1840,2023-11-27
INV-04461,4099,2023-07-03
INV-04462,903,2023-09-17
INV-04463,1217,2023-06-14
INV-04464,494,2023-03-28
INV-04465,4674,2023-02-17
INV-04466,2328,2023-01-08
INV-04467,2847,2023-01-21
INV-04468,4599,2023-04-11
INV-04469,5078,2023-07-19
INV-04470,5957,2023-11-27
INV-04471,4205,2023-07-15
INV-04472,1018,2023-03-28
INV-04473,1927,2023-08-10
INV-04474,2872,2023-03-10
INV-04475,4336,2023-12-12
INV-04476,4196,2023-07-21
INV-04477,1463,2023-06-14
INV-04478,2680,2023-08-21
INV-04479,783,2023-11-11
INV-04480,2254,2023-07-20
INV-04481,2282,2023-03-23
INV-04482,1863,2023-05-22
INV-04483,3666,2023-07-26
INV-04484,3350,2023-03-19
INV-04485,2629,2023-06-11
INV-04486,4805,2023-01-29
INV-04487,951,2023-12-02
INV-04488,2384,2023-12-23
INV-04489,3403,2023-03-04
INV-04490,1410,2023-12-20
INV-04491,3303,2023-12-03
INV-04492,1535,2023-11-06
INV-04493,557,2023-04-02
INV-04494,5398,2023-10-07
INV-04495,5166,2023-06-07
INV-04496,2493,2023-10-14
INV-04497,2769,2023-02-04
INV-04498,4824,2023-05-27
INV-04499,277,2023-09-10
INV-04500,4394,2023-11-27
INV-04501,315,2023-03-18
INV-04502,4423,2023-10-09
INV-04503,3906,2023-03-20
INV-04504,487,2023-11-19
INV-04505,1930,2023-03-12
INV-04506,568,2023-09-29
INV-04507,1597,2023-01-26
INV-04508,1764,2023-08-11
INV-04509,4977,2023-03-03
INV-04510,4875,2023-08-20
INV-04511,1598,2023-06-06
INV-04512,2901,2023-12-08
INV-04513,2525,2023-09-30
INV-04514,858,2023-12-22
INV-04515,3226,2023-02-18
INV-04516,3879,2023-02-04
INV-04517,812,2023-08-15
INV-04518,2466,2023-03-05
INV-04519,5174,2023-01-24
INV-04520,4032,2023-02-10
INV-04521,4158,2023-01-08
INV-04522,597,2023-08-23
INV-04523,1007,2023-12-09
INV-04524,2124,2023-11-16
INV-04525,5888,2023-03-12
INV-04526,2773,2023-01-17
INV-04527,1048,2023-12-15
INV-04528,5598,2023-01-28
INV-04529,5191,2023-06-30
INV-04530,2567,2023-10-27
INV-04531,5220,2023-11-24
INV-04532,2408,2023-10-02
INV-04533,1149,2023-02-24
INV-04534,2424,2023-09-13
INV-04535,4738,2023-10-19
INV-04536,2331,2023-05-30
INV-04537,48,2023-02-09
INV-04538,2292,2023-12-03
INV-04539,795,2023-06-15
INV-04540,4942,2023-07-13
INV-04541,5859,2023-08-05
INV-04542,3745,2023-03-11
INV-04543,2686,2023-10-05
INV-04544,4595,2023-09-28
INV-04545,777,2023-06-24
INV-04546,935,2023-02-10
INV-04547,2452,2023-08-09
INV-04548,4824,2023-04-07
INV-04549,5949,2023-08-27
INV-04550,3016,2023-01-26
INV-04551,5513,2023-12-30
INV-04552,5673,2023-08-15
INV-04553,5892,2023-06-01
INV-04554,469,2023-04-12
INV-04555,3246,2023-08-22
INV-04556,4331,2023-02-12
INV-04557,3222,2023-02-13
INV-04558,2297,2023-04-03
INV-04559,3554,2023-12-11
INV-04560,4369,2023-06-23
INV-04561,4765,2023-01-29
INV-04562,1186,2023-07-01
INV-04563,1645,2023-10-20
INV-04564,1346,2023-01-03
INV-04565,3724,2023-10-03
INV-04566,3051,2023-03-02
INV-04567,1599,2023-06-09
INV-04568,2012,2023-10-12
INV-04569,3004,2023-12-26
INV-04570,1316,2023-07-23
INV-04571,2326,2023-06-19
INV-04572,2960,2023-02-22
INV-04573,1577,2023-01-10
INV-04574,5464,2023-03-27
INV-04575,4444,2023-02-10
INV-04576,1315,2023-12-02
INV-04577,5232,2023-03-09
INV-04578,2510,2023-07-31
INV-04579,3323,2023-04-27
INV-04580,2689,2023-02-28
INV-04581,5714,2023-03-31
INV-04582,62,2023-10-17
INV-04583,3441,2023-09-05
INV-04584,4254,2023-12-20
INV-04585,1043,2023-05-17
INV-04586,2911,2023-10-17
INV-04587,1020,2023-08-19
INV-04588,675,2023-05-05
INV-04589,5178,2023-05-22
INV-04590,2141,2023-05-02
INV-04591,5484,2023-08-19
INV-04592,2678,2023-07-18
INV-04593,5148,2023-01-30
INV-04594,2170,2023-10-18
INV-04595,244,2023-11-12
INV-04596,3510,2023-07-31
INV-04597,502,2023-07-21
INV-04598,1778,2023-10-11
INV-04599,848,2023-05-12
INV-04600,3000,2023-02-14
INV-04601,2486,2023-11-30
INV-04602,30,2023-03-22
INV-04603,4453,2023-02-26
INV-04604,3333,2023-02-22
INV-04605,4129,2023-09-21
INV-04606,3676,2023-05-29
INV-04607,3236,2023-08-14
INV-04608,2156,2023-12-26
INV-04609,3529,2023-05-22
INV-04610,5536,2023-12-01
INV-04611,1470,2023-01-04
INV-04612,2037,2023-04-29
INV-04613,1438,2023-09-07
INV-04614,3185,2023-12-12
INV-04615,512,2023-03-08
INV-04616,1900,2023-10-21
INV-04617,295,2023-09-27
INV-04618,1700,2023-01-07
INV-04619,2669,2023-12-25
INV-04620,3438,2023-11-08
INV-04621,2605,2023-02-23
INV-04622,5576,2023-07-30
INV-04623,2999,2023-08-06
INV-04624,2105,2023-09-05
INV-04625,3457,2023-04-01
INV-04626,320,2023-09-12
INV-04627,1796,2023-04-25
INV-04628,5908,2023-06-16
INV-04629,2660,2023-06-07
INV-04630,3286,2023-03-22
INV-04631,2883,2023-01-05
INV-04632,468,2023-08-18
INV-04633,807,2023-11-27
INV-04634,3913,2023-05-27
INV-04635,5297,2023-02-19
INV-04636,609,2023-08-21
INV-04637,812,2023-10-16
INV-04638,3304,2023-06-04
INV-04639,3797,2023-10-31
INV-04640,2612,2023-09-18
INV-04641,1913,2023-06-05
INV-04642,4081,2023-03-11
INV-04643,1080,2023-08-10
INV-04644,419,2023-05-28
INV-04645,4969,2023-12-27
INV-04646,3248,2023-03-13
INV-04647,529,2023-10-16
INV-04648,4234,2023-04-14
INV-04649,4897,2023-01-20
INV-04650,3277,2023-09-21
INV-04651,2332,2023-08-16
INV-04652,172,2023-12-05
INV-04653,3482,2023-07-24
INV-04654,5021,2023-02-03
INV-04655,4013,2023-01-05
INV-04656,1702,2023-03-06
INV-04657,4866,2023-11-23
INV-04658,502,2023-09-02
INV-04659,1426,2023-04-28
INV-04660,1321,2023-05-13
INV-04661,2253,2023-02-21
INV-04662,5384,2023-05-02
INV-04663,1363,2023-01-10
INV-04664,1651,2023-09-02
INV-04665,454,2023-05-12
INV-04666,1751,2023-10-16
INV-04667,4602,2023-12-02
INV-04668,935,2023-03-10
INV-04669,2574,2023-01-30
INV-04670,3648,2023-12-27
INV-04671,60,2023-07-30
INV-04672,695,2023-02-22
INV-04673,1431,2023-07-11
INV-04674,4692,2023-09-27
INV-04675,3798,2023-02-06
INV-04676,698,2023-03-18
INV-04677,2157,2023-04-05
INV-04678,4087,2023-05-24
INV-04679,5476,2023-12-01
INV-04680,15,2023-04-22
INV-04681,5608,2023-08-15
INV-04682,2077,2023-05-22
INV-04683,2516,2023-12-29
INV-04684,1646,2023-10-20
INV-04685,304,2023-11-23
INV-04686,3706,2023-05-25
INV-04687,3608,2023-01-07
INV-04688,2010,2023-02-19
INV-04689,846,2023-12-09
INV-04690,2563,2023-07-05
INV-04691,3122,2023-02-10
INV-04692,1773,2023-09-25
INV-04693,3823,2023-01-29
INV-04694,4333,2023-07-01
INV-04695,4273,2023-06-01
INV-04696,2990,2023-05-20
INV-04697,2533,2023-09-21
INV-04698,4072,2023-02-08
INV-04699,5323,2023-12-25
INV-04700,3253,2023-05-23
INV-04701,4782,2023-11-22
INV-04702,680,2023-01-31
INV-04703,4957,2023-05-12
INV-04704,2473,2023-07-28
INV-04705,871,2023-12-26
INV-04706,4801,2023-07-04
INV-04707,3905,2023-01-09
INV-04708,3776,2023-04-19
INV-04709,2521,2023-11-10
INV-04710,4266,2023-11-04
INV-04711,4182,2023-07-31
INV-04712,2148,2023-10-19
INV-04713,4050,2023-02-28
INV-04714,406,2023-03-25
INV-04715,1901,2023-06-19
INV-04716,1326,2023-12-25
INV-04717,4810,2023-02-10
INV-04718,3697,2023-02-14
INV-04719,4771,2023-11-01
INV-04720,5352,2023-02-19
INV-04721,3950,2023-07-14
INV-04722,906,2023-05-16
INV-04723,1528,2023-09-16
INV-04724,3257,2023-04-27
INV-04725,468,2023-11-03
INV-04726,1563,2023-07-25
INV-04727,234,2023-07-21
INV-04728,5303,2023-01-06
INV-04729,4791,2023-05-12
INV-04730,3503,2023-08-15
INV-04731,3969,2023-03-24
INV-04732,567,2023-04-07
INV-04733,1112,2023-12-09
INV-04734,3897,2023-02-28
INV-04735,5390,2023-03-28
INV-04736,3398,2023-02-07
INV-04737,393,2023-12-09
INV-04738,5694,2023-03-11
INV-04739,4775,2023-07-04
INV-04740,3499,2023-02-27
INV-04741,1573,2023-06-08
INV-04742,1452,2023-07-20
INV-04743,2856,2023-04-15
INV-04744,404,2023-11-08
INV-04745,5462,2023-07-21
INV-04746,4785,2023-05-15
INV-04747,1836,2023-07-14
INV-04748,4693,2023-01-26
INV-04749,1050,2023-03-22
INV-04750,5522,2023-12-28
INV-04751,5403,2023-09-09
INV-04752,3743,2023-03-08
INV-04753,2407,2023-12-26
INV-04754,2104,2023-06-05
INV-04755,1640,2023-08-30
INV-04756,4712,2023-06-25
INV-04757,636,2023-06-21
INV-04758,5618,2023-04-05
INV-04759,4137,2023-05-26
INV-04760,1836,2023-08-02
INV-04761,1027,2023-01-24
INV-04762,168,2023-03-06
INV-04763,2111,2023-02-04
INV-04764,743,2023-06-27
INV-04765,2566,2023-03-14
INV-04766,5917,2023-08-21
INV-04767,1768,2023-04-23
INV-04768,3971,2023-02-16
INV-04769,4439,2023-04-15
INV-04770,4791,2023-07-03
INV-04771,4981,2023-01-25
INV-04772,3767,2023-09-06
INV-04773,1251,2023-10-21
INV-04774,1079,2023-07-05
INV-04775,838,2023-07-18
INV-04776,4402,2023-01-24
INV-04777,3225,2023-12-29
INV-04778,37,2023-07-13
INV-04779,2290,2023-02-26
INV-04780,5077,2023-06-20
INV-04781,1918,2023-10-28
INV-04782,146,2023-07-30
INV-04783,5175,2023-09-29
INV-04784,893,2023-02-16
INV-04785,3653,2023-01-07
INV-04786,5870,2023-02-24
INV-04787,584,2023-07-31
INV-04788,961,2023-09-09
INV-04789,781,2023-05-25
INV-04790,3124,2023-07-29
INV-04791,5666,2023-03-01
INV-04792,4667,2023-02-12
INV-04793,2939,2023-04-21
INV-04794,1639,2023-06-22
INV-04795,3931,2023-03-27
INV-04796,2990,2023-06-25
INV-04797,4078,2023-12-10
INV-04798,1689,2023-06-02
INV-04799,2076,2023-09-02
INV-04800,3853,2023-10-24
INV-04801,4850,2023-04-10
INV-04802,2247,2023-12-25
INV-04803,4817,2023-02-25
INV-04804,3726,2023-08-17
INV-04805,1277,2023-01-29
INV-04806,2647,2023-10-05
INV-04807,1864,2023-08-08
INV-04808,1066,2023-09-07
INV-04809,410,2023-04-14
INV-04810,4081,2023-09-25
INV-04811,3385,2023-08-20
INV-04812,4956,2023-07-10
INV-04813,1339,2023-06-06
INV-04814,2527,2023-08-13
INV-04815,1467,2023-10-28
INV-04816,4214,2023-08-13
INV-04817,1435,2023-05-26
INV-04818,2996,2023-03-28
INV-04819,604,2023-03-01
INV-04820,3388,2023-04-05
INV-04821,675,2023-11-09
INV-04822,3801,2023-11-21
INV-04823,2704,2023-07-13
INV-04824,1300,2023-02-04
INV-04825,2941,2023-09-03
INV-04826,3870,2023-03-30
INV-04827,2780,2023-04-23
INV-04828,3045,2023-11-08
INV-04829,346,2023-05-22
INV-04830,4742,2023-05-18
INV-04831,4875,2023-07-25
INV-04832,5532,2023-04-26
INV-04833,4404,2023-08-18
INV-04834,3140,2023-04-21
INV-04835,349,2023-04-06
INV-04836,3185,2023-12-08
INV-04837,4696,2023-02-04
INV-04838,4558,2023-07-08
INV-04839,2489,2023-07-25
INV-04840,1110,2023-03-31
INV-04841,2089,2023-01-24
INV-04842,3526,2023-10-31
INV-04843,2810,2023-04-14
INV-04844,404,2023-02-12
INV-04845,3521,2023-10-27
INV-04846,1171,2023-05-30
INV-04847,4478,2023-01-27
INV-04848,3781,2023-06-01
INV-04849,5456,2023-08-02
INV-04850,5048,2023-03-22
INV-04851,2376,2023-12-09
INV-04852,3215,2023-08-14
INV-04853,602,2023-10-03
INV-04854,4481,2023-05-14
INV-04855,3395,2023-10-15
INV-04856,1643,2023-09-27
INV-04857,1891,2023-02-06
INV-04858,1396,2023-09-10
INV-04859,5382,2023-11-22
INV-04860,1956,2023-12-09
INV-04861,5891,2023-08-29
INV-04862,4862,2023-05-08
INV-04863,5538,2023-09-11
INV-04864,3362,2023-07-31
INV-04865,2842,2023-01-30
INV-04866,3535,2023-07-24
INV-04867,67,2023-05-03
INV-04868,1609,2023-06-28
INV-04869,2387,2023-01-07
INV-04870,819,2023-05-26
INV-04871,1377,2023-01-28
INV-04872,447,2023-11-26
INV-04873,3482,2023-09-24
INV-04874,3999,2023-07-04
INV-04875,7,2023-08-30
INV-04876,4263,2023-06-05
INV-04877,2450,2023-05-16
INV-04878,2703,2023-12-05
INV-04879,3501,2023-04-12
INV-04880,1056,2023-11-29
INV-04881,5980,2023-01-24
INV-04882,3318,2023-12-21
INV-04883,4801,2023-08-22
INV-04884,602,2023-10-15
INV-04885,2089,2023-05-01
INV-04886,2234,2023-09-01
INV-04887,3443,2023-02-04
INV-04888,4667,2023-10-12
INV-04889,4084,2023-08-24
INV-04890,3499,2023-01-13
INV-04891,1833,2023-07-29
INV-04892,3297,2023-04-13
INV-04893,5132,2023-09-02
INV-04894,3743,2023-07-09
INV-04895,558,2023-05-28
INV-04896,5994,2023-02-16
INV-04897,2132,2023-08-12
INV-04898,4600,2023-01-23
INV-04899,3754,2023-05-24
INV-04900,886,2023-08-02
INV-04901,932,2023-12-03
INV-04902,4056,2023-01-10
INV-04903,803,2023-09-08
INV-04904,688,2023-10-27
INV-04905,2952,2023-04-02
INV-04906,3826,2023-08-20
INV-04907,2337,2023-07-27
INV-04908,2563,2023-10-27
INV-04909,1170,2023-06-24
INV-04910,2258,2023-09-26
INV-04911,4638,2023-03-05
INV-04912,2158,2023-06-01
INV-04913,2959,2023-06-19
INV-04914,820,2023-11-16
INV-04915,4537,2023-06-22
INV-04916,4533,2023-03-15
INV-04917,3346,2023-04-27
INV-04918,3304,2023-12-13
INV-04919,311,2023-04-26
INV-04920,1938,2023-01-19
INV-04921,443,2023-05-20
INV-04922,3961,2023-09-16
INV-04923,5604,2023-09-16
INV-04924,5148,2023-09-06
INV-04925,4098,2023-08-18
INV-04926,3613,2023-12-25
INV-04927,5546,2023-10-21
INV-04928,1449,2023-11-27
INV-04929,1664,2023-11-27
INV-04930,1094,2023-04-02
INV-04931,2350,2023-04-13
INV-04932,1293,2023-02-04
INV-04933,5378,2023-03-18
INV-04934,4789,2023-04-11
INV-04935,4118,2023-11-19
INV-04936,2517,2023-08-06
INV-04937,1988,2023-12-27
INV-04938,4024,2023-11-07
INV-04939,5864,2023-02-25
INV-04940,714,2023-10-22
INV-04941,344,2023-10-08
INV-04942,446,2023-12-05
INV-04943,2942,2023-05-19
INV-04944,5758,2023-08-26
INV-04945,4832,2023-03-03
INV-04946,5874,2023-04-14
INV-04947,3665,2023-11-21
INV-04948,1659,2023-03-02
INV-04949,873,2023-01-29
INV-04950,1115,2023-11-15
INV-04951,3436,2023-04-19
INV-04952,3567,2023-02-04
INV-04953,5163,2023-09-13
INV-04954,3457,2023-02-07
INV-04955,170,2023-06-08
INV-04956,1993,2023-12-10
INV-04957,1007,2023-01-28
INV-04958,5595,2023-08-01
INV-04959,5433,2023-12-04
INV-04960,3120,2023-05-30
INV-04961,3520,2023-02-12
INV-04962,321,2023-10-26
INV-04963,3232,2023-11-16
INV-04964,3798,2023-09-25
INV-04965,3431,2023-11-14
INV-04966,4223,2023-09-01
INV-04967,1411,2023-01-28
INV-04968,2880,2023-09-21
INV-04969,1144,2023-11-06
INV-04970,1896,2023-09-25
INV-04971,2791,2023-12-14
INV-04972,3842,2023-07-28
INV-04973,535,2023-09-23
INV-04974,1342,2023-02-25
INV-04975,1237,2023-03-13
INV-04976,1657,2023-03-12
INV-04977,3582,2023-03-24
INV-04978,2946,2023-08-01
INV-04979,4035,2023-02-10
INV-04980,700,2023-08-13
INV-04981,5376,2023-12-05
INV-04982,4546,2023-06-04
INV-04983,2615,2023-06-24
INV-04984,5007,2023-12-12
INV-04985,5833,2023-03-10
INV-04986,522,2023-01-30
INV-04987,965,2023-04-11
INV-04988,166,2023-03-14
INV-04989,3098,2023-09-05
INV-04990,3185,2023-07-26
INV-04991,3186,2023-09-03
INV-04992,2619,2023-03-07
INV-04993,1103,2023-09-14
INV-04994,3816,2023-06-03
INV-04995,4436,2023-10-16
INV-04996,2951,2023-08-21
INV-04997,2599,2023-08-12
INV-04998,3423,2023-07-16
INV-04999,2849,2023-05-20
INV-05000,1040,2023-06-05
INV-05001,890,2023-02-27
INV-05002,89,2023-09-22
INV-05003,5614,2023-11-07
INV-05004,3972,2023-07-18
INV-05005,3654,2023-06-21
INV-05006,5812,2023-08-29
INV-05007,734,2023-11-16
INV-05008,3923,2023-12-16
INV-05009,4645,2023-06-06
INV-05010,4230,2023-01-04
INV-05011,4181,2023-08-21
INV-05012,2613,2023-07-23
INV-05013,1542,2023-10-15
INV-05014,3200,2023-08-20
INV-05015,3950,2023-03-06
INV-05016,3974,2023-08-05
INV-05017,765,2023-05-06
INV-05018,1527,2023-07-31
INV-05019,5225,2023-12-03
INV-05020,658,2023-05-17
INV-05021,5798,2023-02-02
INV-05022,5137,2023-04-03
INV-05023,251,2023-07-25
INV-05024,1953,2023-05-11
INV-05025,96,2023-09-08
INV-05026,1730,2023-12-03
INV-05027,1,2023-06-19
INV-05028,4936,2023-10-10
INV-05029,5941,2023-01-13
INV-05030,3235,2023-01-23
INV-05031,1464,2023-02-28
INV-05032,5559,2023-06-17
INV-05033,927,2023-04-02
INV-05034,2315,2023-06-11
INV-05035,2064,2023-04-01
INV-05036,2614,2023-06-15
INV-05037,2564,2023-09-19
INV-05038,697,2023-09-15
INV-05039,1653,2023-04-14
INV-05040,3533,2023-09-11
INV-05041,1524,2023-02-26
INV-05042,1904,2023-04-16
INV-05043,1514,2023-05-09
INV-05044,908,2023-06-16
INV-05045,4900,2023-09-21
INV-05046,3382,2023-04-10
INV-05047,5483,2023-01-20
INV-05048,416,2023-06-12
INV-05049,3473,2023-09-22
INV-05050,2692,2023-04-01
INV-05051,4097,2023-11-03
INV-05052,2111,2023-10-05
INV-05053,5767,2023-09-08
INV-05054,5106,2023-10-19
INV-05055,4033,2023-04-15
INV-05056,4883,2023-08-14
INV-05057,1318,2023-05-27
INV-05058,3112,2023-03-11
INV-05059,2054,2023-10-18
INV-05060,3225,2023-06-19
INV-05061,3946,2023-05-01
INV-05062,1745,2023-07-16
INV-05063,4534,2023-01-12
INV-05064,5939,2023-05-30
INV-05065,5225,2023-07-04
INV-05066,2645,2023-01-12
INV-05067,1287,2023-10-25
INV-05068,5420,2023-04-02
INV-05069,5522,2023-05-14
INV-05070,5912,2023-03-02
INV-05071,1597,2023-11-27
INV-05072,2578,2023-09-30
INV-05073,3581,2023-10-06
INV-05074,5933,2023-09-18
INV-05075,2295,2023-07-28
INV-05076,4622,2023-05-20
INV-05077,3658,2023-05-30
INV-05078,1640,2023-05-15
INV-05079,4144,2023-08-11
INV-05080,3493,2023-04-13
INV-05081,1941,2023-12-12
INV-05082,5085,2023-09-07
INV-05083,2009,2023-08-08
INV-05084,999,2023-04-14
INV-05085,5391,2023-08-13
INV-05086,651,2023-07-19
INV-05087,2682,2023-08-07
INV-05088,2850,2023-07-09
INV-05089,4208,2023-12-21
INV-05090,4425,2023-11-19
INV-05091,4386,2023-01-01
INV-05092,199,2023-10-23
INV-05093,2786,2023-08-08
INV-05094,5460,2023-05-07
INV-05095,167,2023-12-14
INV-05096,5633,2023-09-12
INV-05097,1339,2023-04-09
INV-05098,2894,2023-12-18
INV-05099,3268,2023-06-10
INV-05100,622,2023-05-07
INV-05101,1411,2023-09-02
INV-05102,4356,2023-08-07
INV-05103,2032,2023-02-08
INV-05104,2571,2023-01-30
INV-05105,5235,2023-11-13
INV-05106,1417,2023-11-02
INV-05107,2787,2023-09-20
INV-05108,2036,2023-09-03
INV-05109,5517,2023-05-07
INV-05110,3333,2023-09-12
INV-05111,5901,2023-07-31
INV-05112,5366,2023-05-11
INV-05113,1980,2023-08-21
INV-05114,2021,2023-01-23
INV-05115,1725,2023-02-21
INV-05116,4449,2023-06-04
INV-05117,1770,2023-10-09
INV-05118,3069,2023-03-23
INV-05119,2983,2023-07-20
INV-05120,1235,2023-07-03
INV-05121,1695,2023-06-12
INV-05122,4864,2023-12-30
INV-05123,2172,2023-12-22
INV-05124,2691,2023-04-05
INV-05125,238,2023-03-20
INV-05126,289,2023-09-03
INV-05127,5177,2023-07-26
INV-05128,2767,2023-08-16
INV-05129,3788,2023-06-11
INV-05130,4255,2023-01-24
INV-05131,1029,2023-11-02
INV-05132,5545,2023-11-05
INV-05133,4731,2023-08-23
INV-05134,4380,2023-01-10
INV-05135,3143,2023-07-31
INV-05136,5056,2023-11-23
INV-05137,816,2023-03-06
INV-05138,481,2023-07-31
INV-05139,1967,2023-07-29
INV-05140,445,2023-03-03
INV-05141,4743,2023-07-07
INV-05142,1247,2023-01-20
INV-05143,515,2023-01-29
INV-05144,550,2023-11-18
INV-05145,4128,2023-12-30
INV-05146,4132,2023-06-14
INV-05147,4057,2023-12-08
INV-05148,824,2023-12-24
INV-05149,2913,2023-04-06
INV-05150,751,2023-11-19
INV-05151,1785,2023-06-30
INV-05152,2596,2023-10-09
INV-05153,2648,2023-03-05
INV-05154,1234,2023-06-19
INV-05155,5284,2023-01-04
INV-05156,5363,2023-09-20
INV-05157,46,2023-01-19
INV-05158,1575,2023-11-30
INV-05159,634,2023-07-05
INV-05160,2649,2023-05-23
INV-05161,4533,2023-07-16
INV-05162,2119,2023-09-22
INV-05163,781,2023-05-10
INV-05164,4488,2023-04-17
INV-05165,4140,2023-08-02
INV-05166,5641,2023-07-24
INV-05167,654,2023-03-07
INV-05168,3938,2023-01-07
INV-05169,4619,2023-05-26
INV-05170,1300,2023-10-07
INV-05171,1975,2023-07-09
INV-05172,1092,2023-09-15
INV-05173,3706,2023-11-20
INV-05174,3165,2023-06-03
INV-05175,2137,2023-06-30
INV-05176,2301,2023-05-02
INV-05177,2960,2023-12-17
INV-05178,2454,2023-07-17
