EquipmentName,EquipmentCode,RegulationID,DepartmentID,UserID
"Bag, Urine Collection, Leg, For External Use, Sterile",FAQ,R020,47,323
"Unit, Electrosurgical",FAR,R021,48,324
"Electrode, Electrosurgical, Active, Urological",FAS,R022,49,325
"Bougie, Esophageal, And Gastrointestinal, Gastro-Urology",FAT,R023,50,326
"Bougie, Urological",FAX,R024,51,327
"Rongeur, Cystoscopic",FBI,R025,52,328
"Cord, Electric For Transurethral Surgical Instrument",FBJ,R026,53,329
"Endoscopic Injection Needle, Gastroenterology-Urology",FBK,R027,54,330
"Cannula And Trocar, Suprapubic, Non-Disposable",FBM,R028,55,331
"Choledochoscope And Accessories, Flexible/Rigid",FBN,R029,56,332
Cystourethroscope,FBO,R030,57,333
"Telescope, Rigid, Endoscopic",FBP,R001,58,334
Urethrometer,FBR,R002,59,335
"Sound, Metal, Interconnected",FBS,R003,60,336
Filiform And Filiform Follower,FBW,R004,61,337
"Sound, Urethral, Metal Or Plastic",FBX,R005,62,338
"Bag, Hemostatic",FCB,R006,63,339
Endoscopic Magnetic Retriever,FCC,R007,64,340
Enema Kit,FCE,R008,65,341
"Instrument, Biopsy, Mechanical, Gastrointestinal",FCF,R009,66,342
Biopsy Needle,FCG,R010,67,343
"Tray, Biopsy, Without Biopsy Instruments",FCH,R011,68,344
"Punch, Biopsy",FCI,R012,69,345
"Instrument, Biopsy, Suction",FCK,R013,70,346
"Forceps, Biopsy, Non-Electric",FCL,R014,71,347
"Tray, Catheterization, Sterile Urethral, With Or Without Catheter (Kit)",FCM,R015,72,348
"Urinary Drainage Collection Kit, For Indwelling Catheter",FCN,R016,73,349
"Box, Battery, Rechargeable",FCO,R017,74,350
"Box, Battery, Pocket",FCP,R018,75,351
"Light Source, Incandescent, Diagnostic",FCQ,R019,76,352
"Light Source, Photographic, Fiberoptic",FCR,R020,77,353
"Light, Catheter, Fiberoptic, Glass, Ureteral",FCS,R021,78,354
"Light Source, Fiberoptic, Routine",FCW,R022,79,355
"Insufflator, Automatic Carbon-Dioxide For Endoscope",FCX,R023,80,356
"Bulb, Inflation, For Endoscope",FCY,R024,81,357
"Tube, Smoke Removal, Endoscopic",FCZ,R025,82,358
Enteroscope And Accessories,FDA,R026,83,359
"Plate, Patient",FDB,R027,84,360
"Resectoscope, Working Element",FDC,R028,85,361
Laparoscopy Kit,FDE,R029,86,362
"Colonoscope And Accessories, Flexible/Rigid",FDF,R030,87,363
"Retractor, Fiberoptic",FDG,R001,88,364
"Snare, Flexible",FDI,R002,89,365
"Snare, Rigid Self-Opening",FDJ,R003,90,366
"Wristlet, Patient Return",FDL,R004,91,367
Sphyncteroscope,FDR,R005,92,368
"Gastroscope And Accessories, Flexible/Rigid",FDS,R006,93,369
"Duodenoscope And Accessories, Flexible/Rigid",FDT,R007,94,370
"Esophagoscope, Rigid, Gastro-Urology",FDW,R008,95,371
Endoscopic Cytology Brush,FDX,R009,96,372
"Device, Measuring, For Panendoscope",FDY,R010,97,373
"Attachment, Eyepiece, For Insertion Of Prescription Lens",FDZ,R011,98,374
"Attachment, Teaching, For Endoscope",FEA,R012,99,375
"Obturator, For Endoscope",FEC,R013,100,376
"Endoscopic Access Overtube, Gastroenterology-Urology",FED,R014,101,377
"Tube, Single Lumen, With Mercury Wt Balloon For Intestinal Intubation And / Or Decompression",FEF,R015,102,378
"Tube, Double Lumen For Intestinal Decompression And/Or Intubation",FEG,R016,103,379
"Electrode, Flexible Suction Coagulator",FEH,R017,104,380
"Instrument, Special Lens, For Endoscope",FEI,R018,105,381
"Attachment, Binocular, For Endoscope",FEJ,R019,106,382
"Accessories, Photographic, For Endoscope (Exclude Light Sources)",FEM,R020,107,383
"Device, Cystometric, Hydraulic",FEN,R021,108,384
"Lithotriptor, Ultrasonic",FEO,R022,109,385
"Pump, Air, Non-Manual, For Endoscope",FEQ,R023,110,386
Anoscope And Accessories,FER,R024,111,387
"Recorder, External, Pressure, Amplifier & Transducer",FES,R025,112,388
"Endoscopic Video Imaging System/Component, Gastroenterology-Urology",FET,R026,113,389
"Catheter, Malecot",FEW,R027,114,390
"Instrument, Catheter, Punch",FEX,R028,115,391
"Catheter And Tube, Suprapubic",FEZ,R029,116,392
"Tube, Drainage, Suprapubic",FFA,R030,117,393
"Evacuator, Bladder, Manually Operated",FFD,R001,118,394
"System, Water Jet Catheter, Renal",FFE,R002,119,395
"Cover, Biopsy Forceps",FFF,R003,120,396
"Device, Urine Flow Rate Measuring, Non-Electrical, Disposable",FFG,R004,121,397
"Collector, Urine, Pediatric, For Indwelling Catheter",FFH,R005,122,398
"System, Alarm, Electrosurgical",FFI,R006,123,399
"Lithotriptor, Electro-Hydraulic",FFK,R007,124,400
"Dislodger, Stone, Basket, Ureteral, Metal",FFL,R008,125,401
"Clamp, Non-Electrical",FFN,R009,126,402
"Retractor, Self-Retaining",FFO,R010,127,403
"Dilator, Rectal",FFP,R011,128,404
"Speculum, Rectal",FFQ,R012,129,405
"Device, Locking, For Intestinal Clamp",FFR,R013,130,406
"Image, Illumination, Fiberoptic, For Endoscope ",FFS,R014,131,407
"Electrode, Ph, Stomach",FFT,R015,132,408
"String And Tubes, Gastrointestinal, To Locate Internal Bleeding",FFW,R016,133,409
"System, Gastrointestinal Motility (Electrical)",FFX,R017,134,410
"Adaptor, Bulbs, Miscellaneous, For Endoscope",FFY,R018,135,411
"Cord, Electric, For Endoscope",FFZ,R019,136,412
"Kit, Nephroscope",FGA,R020,137,413
"Ureteroscope And Accessories, Flexible/Rigid",FGB,R021,138,414
Urethroscope,FGC,R022,139,415
"Catheter, Retention, Barium Enema With Bag",FGD,R023,140,416
"Stents, Drains And Dilators For The Biliary Ducts",FGE,R024,141,417
"Catheter, Ureteral Disposable (X-Ray)",FGF,R025,142,418
"Catheter, Double Lumen Female Urethrographic",FGH,R026,143,419
"Catheter, Urethrographic, Male",FGI,R027,144,420
"Tripsor, Stone, Bladder",FGK,R028,145,421
"Probe And Director, Gastro-Urology",FGM,R029,146,422
"Retractor, Non-Self-Retaining",FGN,R030,147,423
"Dislodger, Stone, Flexible",FGO,R001,148,424
"Carrier, Sponge, Endoscopic",FGS,R002,149,425
"Clamp, Electrical",FGW,R003,150,426
"Snare, Non-Electrical",FGX,R004,151,427
"Clamp, Penile",FHA,R005,152,428
"Hook, Gastro-Urology",FHB,R006,153,429
"Adaptor To The Cord, For Transurethral Surgical Instrument",FHC,R007,154,430
"System, Evacuator, Fluid",FHF,R008,155,431
"Crusher, Spur, Colostomy",FHH,R009,156,432
"Ring, Laparotomy",FHI,R010,157,433
"Spreader, Bladder Neck",FHK,R011,158,434
Scoop,FHL,R012,159,435
"Ligator, Hemorrhoidal",FHN,R013,160,436
Pneumoperitoneum Needle,FHO,R014,161,437
"Needle, Pneumoperitoneum, Simple",FHP,R015,162,438
"Holder, Needle, Gastroenterologic",FHQ,R016,163,439
"Dialyzer, Single Coil",FHS,R017,164,440
"Set, Gavage, Infant, Sterile",FHT,R018,165,441
"Device, Impotence, Mechanical/Hydraulic",FHW,R019,166,442
"Jelly, Lubricating, For Transurethral Surgical Instrument",FHX,R020,167,443
"Jelly, Contact, For Transurethral Surgical Instrument",FHY,R021,168,444
"Desiccator, Transurethral",FHZ,R022,169,445
"Chair, Dialysis, Unpowered, Without Scales",FIA,R023,170,446
"Protector, Transducer, Dialysis",FIB,R024,171,447
"Tubing, Dialysate",FID,R025,172,448
"Needle, Fistula",FIE,R026,173,449
"Set, Dialysis, Single Needle With Uni-Directional Pump",FIF,R027,174,450
"Clamp, Tubing, Blood, Automatic",FIG,R028,175,451
"Pump, Infusion Or Syringe, Extra-Luminal",FIH,R029,176,452
"System, Dialysate Delivery, Sealed",FII,R030,177,453
"System, Dialysate Delivery, Recirculating, Single Pass",FIJ,R001,178,454
"System, Dialysate Delivery, Recirculating",FIK,R002,179,455
"System, Dialysate Delivery, Single Pass",FIL,R003,180,456
"Tank, Holding, Dialysis",FIN,R004,181,457
"Subsystem, Water Purification",FIP,R005,182,458
"Cannula, A-V Shunt",FIQ,R006,183,459
"Pump, Blood, Extra-Luminal",FIR,R007,184,460
"Flowmeter, Dialysate",FIS,R008,185,461
"Alarm, Pillow Pressure",FIW,R009,186,462
"Meter, Conductivity, Non-Remote",FIZ,R010,187,463
"Manometer, Water",FJA,R011,188,464
"Detector, Dialysate Level",FJB,R012,189,465
"Detector, Blood Level",FJC,R013,190,466
"Detector, Leak, Blood",FJD,R014,191,467
"Detector, Air Bubble",FJF,R015,192,468
"Dialyzer, Parallel Flow",FJG,R016,193,469
"Dialyzer, Disposable",FJH,R017,194,470
"Dialyzer, Capillary, Hollow Fiber",FJI,R018,195,471
"Dialyzer, Twin Coil",FJJ,R019,196,472
"Set, Tubing, Blood, With And Without Anti-Regurgitation Valve",FJK,R020,197,473
Resectoscope,FJL,R021,1,474
"Guard, Shunt",FJM,R022,2,475
"Stabilizer, Shunt",FJN,R023,3,476
"Plier, Tube",FJO,R024,4,477
"Adaptor, Y",FJP,R025,5,478
"Connector, Shunt",FJQ,R026,6,479
"Forceps, Disconnect",FJR,R027,7,480
"Catheter, Peritoneal, Long-Term Indwelling",FJS,R028,8,481
"Intracatheter, Dialysis",FJT,R029,9,482
"Ring, Joint",FJW,R030,10,483
"Ring, Crimp",FJX,R001,11,484
"Plier, Crimp",FJY,R002,12,485
"Declotting Tray, Kit (Including Contents)",FJZ,R003,13,486
"Dilator, Vessel",FKA,R004,14,487
"Connector, Blood Tubing, Infusion T",FKB,R005,15,488
"Clamp, Cannula",FKC,R006,16,489
"Canister, Coil",FKD,R007,17,490
"Tie, Dialysis",FKE,R008,18,491
"Gun, Tie, Dialysis",FKF,R009,19,492
"Tray, Start/Stop (Including Contents), Dialysis",FKG,R010,20,493
"Solution-Test Standard-Conductivity, Dialysis",FKH,R011,21,494
"Set, Dialyzer Holder",FKI,R012,22,495
"Filter, Blood, Dialysis",FKJ,R013,23,496
"Clamp, Line",FKK,R014,24,497
"Insert, Pump, Blood",FKL,R015,25,498
"Adaptor, Fistula",FKM,R016,26,499
"Adaptor, Shunt",FKN,R017,27,1
"Catheter, Peritoneal Dialysis, Single Use",FKO,R018,28,2
"System, Dialysate Delivery, Single Patient",FKP,R019,29,3
"System, Dialysate Delivery, Central Multiple Patient",FKQ,R020,30,4
"Subsystem, Proportioning",FKR,R021,31,5
"System, Dialysate Delivery, Sorbent Regenerated",FKT,R022,32,6
"Tip, Vessel",FKW,R023,33,7
"System, Peritoneal, Automatic Delivery",FKX,R024,34,8
"Connector, Tubing, Dialysate",FKY,R025,35,9
"Monitor, Temperature, Dialysis",FLA,R026,36,10
"Meter, Conductivity, Induction, Remote Type",FLB,R027,37,11
"Station, Dialysis Control, Negative Pressure Type",FLC,R028,38,12
"Apparatus, Hemoperfusion, Sorbent",FLD,R029,39,13
"Bag, Urine Collection, Newborn",FOC,R030,40,14
"Bag, Drainage, With Adhesive, Ostomy",FON,R001,41,15
"Tube, Feeding",FPD,R002,42,16
"Tube, Levine",FRQ,R003,43,17
"Lamp, Endoscope, Incandescent",FTI,R004,44,18
"Colonoscope, General & Plastic Surgery",FTJ,R005,45,19
"Prosthesis, Testicle",FTO,R006,46,20
"Prosthesis, Penis, Rigid Rod",FTQ,R007,47,21
"Catheter, Ureteral, General & Plastic Surgery",GBL,R008,48,22
"Catheter, Urethral",GBM,R009,49,23
"Catheter, Rectal",GBT,R010,50,24
Biliary Catheter For Stone Removal That May Also Allow For Irrigation And Contrast Injection,GCA,R011,51,25
Proctoscope,GCF,R012,52,26
"Gastroscope, General & Plastic Surgery",GCK,R013,53,27
"Esophagoscope, General & Plastic Surgery",GCL,R014,54,28
"Endoscope, Rigid",GCM,R015,55,29
"Endoscope, Prism",GCN,R016,56,30
"Endoscope, Mirror",GCO,R017,57,31
"Endoscope, Ac-Powered And Accessories",GCP,R018,58,32
"Endoscope, Flexible",GCQ,R019,59,33
"Endoscope, Battery-Powered And Accessories",GCS,R020,60,34
"Light Source, Endoscope, Xenon Arc",GCT,R021,61,35
"Transformer, Endoscope",GCW,R022,62,36
"Endoscope, Fiber Optic",GDB,R023,63,37
"Bag, Stomal",GDS,R024,64,38
"Prosthesis, Penis, Inflatable",JCW,R025,65,39
"Catheter (Gastric, Colonic, Etc.), Irrigation And Aspiration",KDH,R026,66,40
"Dialyzer, High Permeability With Or Without Sealed Dialysate System",KDI,R027,67,41
"Set, Administration, For Peritoneal Dialysis, Disposable",KDJ,R028,68,42
"Container, Transport, Kidney",KDK,R029,69,43
"Set, Perfusion, Kidney, Disposable",KDL,R030,70,44
"Sigmoidoscope, Rigid, Non-Electrical",KDM,R001,71,45
"System, Perfusion, Kidney",KDN,R002,72,46
"Rongeur, Cystoscopic, Hot",KDO,R003,73,47
"Tube, Gastro-Enterostomy",KGC,R004,74,48
Scissors For Cystoscope,KGD,R005,75,49
"Forceps, Biopsy, Electric",KGE,R006,76,50
"Monitor, Esophageal Motility, Anorectal Motility, And Tube",KLA,R007,77,51
"Dilator, Esophageal",KNQ,R008,78,52
"Adapter, A-V Shunt Or Fistula",KNR,R009,79,53
"Unit, Electrosurgical, Endoscopic (With Or Without Accessories)",KNS,R010,80,54
"Tubes, Gastrointestinal (And Accessories)",KNT,R011,81,55
"Collector, Urine, (And Accessories) For Indwelling Catheter",KNX,R012,82,56
"Accessories, Catheter, G-U",KNY,R013,83,57
"Accessories, A-V Shunt",KNZ,R014,84,58
"Surgical Instruments, G-U, Manual (And Accessories)",KOA,R015,85,59
"Catheter, Suprapubic (And Accessories)",KOB,R016,86,60
"Accessories, Blood Circuit, Hemodialysis",KOC,R017,87,61
"Catheter, Urological",KOD,R018,88,62
"Dilator, Urethral",KOE,R019,89,63
"System, Dialysate Delivery, Semi-Automatic, Peritoneal",KPF,R020,90,64
"Catheter, Rectal For Continent Ileostomy",KPH,R021,91,65
"Stimulator, Electrical, Non-Implantable, For Incontinence",KPI,R022,92,66
Colonic Irrigation System,KPL,R023,93,67
"Shunt, Peritoneal",KPM,R024,94,68
"Alarm, Conditioned Response Enuresis",KPN,R025,95,69
Dialysate Concentrate For Hemodialysis (Liquid Or Powder),KPO,R026,96,70
Peritoneal Dialysate Filter,KPP,R027,97,71
"Tubing, Dialysate (And Connector)",KQQ,R028,98,72
"Detector, Air Or Foam",KQR,R029,99,73
"Table, Cystometric, Non-Electric And Accessories",KQS,R030,100,74
"Evacuator, Gastro-Urology",KQT,R001,101,75
"System Accessories, Extracorporeal",KXM,R002,102,76
"Set, Dialysis, Single Needle (Co-Axial Flow)",LBW,R003,103,77
Intestinal Splinting Tubes,LCG,R004,104,78
"Catheter, Subclavian",LFJ,R005,105,79
"Catheter, Femoral",LFK,R006,106,80
Dialyzer Reprocessing System,LIF,R007,107,81
"System, Irrigation, Urological",LJH,R008,108,82
"Device, External Penile Rigidity",LKY,R009,109,83
"System, Blood, Extracorporeal And Accessories",LLB,R010,110,84
"Lithotriptor, Extracorporeal Shock-Wave, Urological",LNS,R011,111,85
"Lithotriptor, Biliary Mechanical",LQC,R012,112,86
"Dislodger, Stone, Biliary",LQR,R013,113,87
Ph Meter For Dialysis Hydrogen Ion Concentration,LRI,R014,114,88
"Catheter, Urological (Antimicrobial) And Accessories",MJC,R015,115,89
"Warmer, Peritoneal Dialysate",MLW,R016,116,90
"Table, Cystometric, Electric",MMZ,R017,117,91
"Ligator, Esophageal",MND,R018,118,92
"External Urethral Occluder, Urinary Incontinence-Control, Female",MNG,R019,119,93
Endoscopic Bite Block,MNK,R020,120,94
"Accessories, Cleaning Brushes, For Endoscope",MNL,R021,121,95
"Strip, Dialysate Ph Indicator",MNV,R022,122,96
"System, Hemodialysis, Remote Accessories",MON,R023,123,97
"Catheter, Hemodialysis, Non-Implanted",MPB,R024,124,98
"System, Hemodialysis, Access Recirculation Monitoring",MQS,R025,125,99
"System And Accessories, Isolated Heart, Transport And Preservation",MSB,R026,126,100
"Catheter, Hemodialysis, Implanted",MSD,R027,127,101
"Hemodialyzer, Re-Use, Low Flux",MSE,R028,128,102
"Hemodialyzer, Re-Use, High Flux",MSF,R029,129,103
"Strip, Test, Reagent, Residuals For Dialysate, Disinfectant",MSY,R030,130,104
"Strip, Test, Reagent, Residuals For Dialysate",MSZ,R001,131,105
"System, Electrogastrography (Egg)",MYE,R002,132,106
"Stimulator, Peripheral Nerve, Non-Implanted, For Urinary Incontinence",NAM,R003,133,107
"Marker, Colon",NBG,R004,134,108
"Media, Culture, Ex Vivo, Tissue And Cell",NDS,R005,135,109
"System, Imaging, Gastrointestinal, Wireless, Capsule",NEZ,R006,136,110
"Kit, Repair, Catheter, Hemodialysis",NFK,R007,137,111
"System, Water Purification, General Medical Use",NHV,R008,138,112
"Catheter, Hemodialysis, Triple Lumen, Non-Implanted",NIE,R009,139,113
"Catheter, Hemodialysis, Triple Lumen, Implanted",NIF,R010,140,114
"Laparoscope, General & Plastic Surgery, Reprocessed",NLM,R011,141,115
"Unit, Electrosurgical, Endoscopic (With Or Without Accessories), Reprocessed",NLR,R012,142,116
"Instrument, Biopsy, Reprocessed",NLS,R013,143,117
"Snare, Flexible, Reprocessed",NLT,R014,144,118
"Forceps, Biopsy, Electric, Reprocessed",NLU,R015,145,119
"Electrode, Flexible Suction Coagulator, Reprocessed",NLV,R016,146,120
"Electrode, Electrosurgical, Active, Urological, Reprocessed",NLW,R017,147,121
"Needle, Pneumoperitoneum, Spring Loaded, Reprocessed",NLX,R018,148,122
"Catheter, Biliary, Reprocessed",NML,R019,149,123
"Needle And Needle Set, Gastro-Urology, Reprocessed",NMX,R020,150,124
"Needle, Endoscopic, Reprocessed",NMY,R021,151,125
"Needle, Fistula, Reprocessed",NNE,R022,152,126
"Set, Dialysis, Single Needle With Uni-Directional Pump, Reprocessed",NNG,R023,153,127
"Bag, Urine Collection, Leg, For External Use, Non-Sterile",NNW,R024,154,128
"Device, Incontinence, Urosheath Type, Non-Sterile",NNX,R025,155,129
"Sheath, Corrugated Rubber, For Non-Indwelling Catheter, Non-Sterile",NNY,R026,156,130
"System, Urine Drainage, Closed, For Non-Indwelling Catheter, Non-Sterile",NNZ,R027,157,131
"Device, Paste-On For Incontinence, Non-Sterile",NOA,R028,158,132
"Forceps, Biopsy, Non-Electric, Reprocessed",NON,R029,159,133
"Clamp, Dialysis Arm",NOO,R030,160,134
"Agents, Embolic, For Treatment Of Benign Prostatic Hyperplasia",NOY,R001,161,135
"Catheter, Hemodialysis, Non-Implanted, Ultrafiltration, For Peripheral Use",NQJ,R002,162,136
"Dislodger, Stone, Flexible, Ureteral, Reprocessed",NQT,R003,163,137
"Dislodger, Stone, Basket, Ureteral, Metal, Reprocessed",NQU,R004,164,138
"System, Imaging, Esophageal, Wireless, Capsule",NSI,R005,165,139
Led Light Source,NTN,R006,166,140
"Strip, Dialysate, Ph, Bicarbonate, Glucose, Acid, Indicator",NTZ,R007,167,141
"Colonic Irrigation System, General Well Being",NUB,R008,168,142
"Endoscope, Accessories, Narrow Band Spectrum",NWB,R009,169,143
Electrosurgical Electrode Kit,NWI,R010,170,144
"Kit, Catheter, Urinary (Exludes Hiv Testing)",NWO,R011,171,145
Suprapubic Cystostomy Catheter Kit,NWP,R012,172,146
"Kit, Choledochoscope, Flexible And Rigid",NWS,R013,173,147
Endoscopic Cholangiogram Kit,NWT,R014,174,148
Endoscope Introducer Kit,NWU,R015,175,149
"Catheter, Hemodialysis, Implanted, Coated",NYU,R016,176,150
"Gastrointestinal Motility System, Capsule",NYV,R017,177,151
"Collector, Urine, Powered, Non Indwelling Catheter",NZU,R018,178,152
"Endoscopic Video Imaging System/Component, Gastroenterology-Urology",OCS,R019,179,153
"Anti Fog Solution And Accessories, Endoscopy",OCT,R020,180,154
Endoscopic Storage Cover,OCU,R021,181,155
Endoscope Holder,OCV,R022,182,156
Endoscopic Tissue Approximation Device,OCW,R023,183,157
Endoscopic Irrigation/Suction System,OCX,R024,184,158
"Endoscopic Guidewire, Gastroenterology-Urology",OCY,R025,185,159
"Endoscopic Grasping/Cutting Instrument, Non-Powered",OCZ,R026,186,160
Endoscopic Central Control Unit,ODA,R027,187,161
Endoscopic Contamination Prevention Sheath,ODB,R028,188,162
Endoscope Channel Accessory,ODC,R029,189,163
Endoscopic Retrograde Cholangiopancreatography (Ercp) Cannula,ODD,R030,190,164
"Endoscopic Suture/Plication System, Gastroesophageal Reflux Disease (Gerd)",ODE,R001,191,165
"Mini Endoscope, Gastroenterology-Urology",ODF,R002,192,166
"Endoscopic Ultrasound System, Gastroenterology-Urology",ODG,R003,193,167
Ultrafiltration-Controlled Nocturnal Dialysate Delivery System,ODN,R004,194,168
Autonomous Extracorporeal Blood Leak Detector/Alarm,ODX,R005,195,169
Catheter Care Tray,OHR,R006,196,170
Orchidometer,OLH,R007,197,171
Dissolvable Gel For Preventing Ureteral Stone Migration,ONJ,R008,1,172
Hemodialysis System For Home Use,ONW,R009,2,173
Oral Removable Retainer For Weight Management,ONY,R010,3,174
Applicator For Rectal Suppository,OOW,R011,4,175
"Prostate Lesion, Documentation, System",OQT,R012,5,176
Rectal Insert,PBP,R013,6,177
"Pancreatic Stent, Covered, Metallic, Removable",PCU,R014,7,178
Endoscopic Leak Tester,PCV,R015,8,179
"Endoscope, Accessories, Image Post-Processing For Color Enhancement",PEA,R016,9,180
Hemodialysis Catheter Luer End Cap,PEH,R017,10,181
Dialysis Administration Kit,PEV,R018,11,182
Implantable Transprostatic Tissue Retractor System,PEW,R019,12,183
Venous Window Needle Guide,PFH,R020,13,184
Colon Capsule Imaging System,PGD,R021,14,185
Spatial Imaging For Display Of Endoscope Position,PGU,R022,15,186
Basin For Endoscope Reprocessing,PHT,R023,16,187
Vibrator For Climax Control Of Premature Ejaculation,PIA,R024,17,188
Esophageal Dilator Balloon With Or Without Electrode Sensors,PID,R025,18,189
Esophageal Dilator With Balloon And Electrode Sensors,PIE,R026,19,190
Gastrointestinal Tubes With Enteral Specific Connectors,PIF,R027,20,191
Urethral Insert With Pump For Bladder Drainage,PIH,R028,21,192
Kidney Perfusion Kit,PIN,R029,22,193
Enteral Specific Transition Connectors,PIO,R030,23,194
Dynamic Rectal Control System,PJH,R001,24,195
Fully Subcutaneous Implanted Hemodialysis Catheter,PKI,R002,25,196
Hemostatic Metal Clip For The Gi Tract,PKL,R003,26,197
Gastrointestional Tube Holder,PLI,R004,27,198
Submucosal Injection Agent,PLL,R005,28,199
High Intensity Ultrasound System For Prostate Tissue Ablation,PLP,R006,29,200
Enzyme Packed Cartridge,PLQ,R007,30,201
Biliary Stent System For Benign Strictures,PNB,R008,31,202
"Peritoneal, Drainage Catheter For Refractory Ascites, Long-Term Indwelling",PNG,R009,32,203
Enteral Syringes With Enteral Specific Connectors,PNR,R010,33,204
Biopsy Needle Kit,POZ,R011,34,205
Bladder Irrigation Kit,PPA,R012,35,206
Foley Catheter Kit (Excludes Hiv Testing),PPB,R013,36,207
Male External Catheterization Kit (Excludes Hiv Testing),PPC,R014,37,208
Universal Drainage Tray,PPD,R015,38,209
Nephroscope Set,PPE,R016,39,210
Urinary Irrigation Kit,PPF,R017,40,211
Urinary Drainage Collection Kit,PPG,R018,41,212
