OrderName,Description,ItemCode,ItemDescription,PartDescription,SupplierID,EquipmentID,TotalCost,Quantity
"Zimmerman (Spectrophotometric), 17-Ketosteroids","Description for Zimmerman (Spectrophotometric), 17-Ketosteroids",BP0027,Switchs/ Knobs/Buttons,Fresenius 4008S Float Switch Complete,18,2136,935.4619987,5
"Tube, Tracheal/Bronchial, Differential Ventilation (W/Wo Connector)","Description for Tube, Tracheal/Bronchial, Differential Ventilation (W/Wo Connector)",BP0026,Solenoids/ Valves/ Gauges,Fresenius 4008S Reliief valve completed,19,1053,702.6829975,3
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0025,Sensors/ Detectors,SPO2 REUSABLE SENSOR PEDIATRIC LNCS DCIP,20,3332,3346.153935,2
"Mask, Oxygen, Non-Rebreathing","Description for Mask, Oxygen, Non-Rebreathing",BP0021,Power Cords/ Adaptors (or any part of it),COMMON ITEM POWER CORD 3 MTR,21,2331,1774.67362,5
"Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Desflurane, Gaseous-Phase (Anesthetic Concentration)",BP0011,Equipment Specific Parts,EQUIPMENT SPECIFIC PARTS (IN HOUSE),22,2853,427.5580725,10
"Conduction, Anesthetic Catheter","Description for Conduction, Anesthetic Catheter",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,Male & Female Connector,23,1879,1677.178255,10
Bronchial Thermoplasty System,Description for Bronchial Thermoplasty System,BP0006,Cuffs,X-Large Cuff Adult 1 TB,24,1279,986.6567011,6
Non-Continuous Ventilator For Emergency Use,Description for Non-Continuous Ventilator For Emergency Use,BP0012,Filters,Diacap Ultra DF - Online Filter,25,2638,1616.714568,6
"Flowmeter, Calibration, Gas","Description for Flowmeter, Calibration, Gas",BP0003,Bulbs/ Lamps,Lamp for Laryngoscope,26,4633,1024.987821,6
Caudal Anesthesia Kit,Description for Caudal Anesthesia Kit,BP0001,Batteries/ UPS,Rechargeable Battery 12V 700Mah,27,2798,4221.655837,7
"Bag, Reservoir Compressor, Air, Portable","Description for Bag, Reservoir Compressor, Air, Portable",BP0004,Cables/ Lead Wires (or any part of it),NIHON KOHDEN CHEST ELECTROLUDE ADULT COMPLEX,28,5474,1533.114423,7
"Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia","Description for Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia",BP0003,Bulbs/ Lamps,BULB 6V 20W,29,2076,3355.008243,7
"Tube, Tracheostomy (W/Wo Connector) Dropper, Ether","Description for Tube, Tracheostomy (W/Wo Connector) Dropper, Ether",BP0003,Bulbs/ Lamps,Bulb WELCH ALLYN 03100,30,5874,2681.805916,7
"Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia","Description for Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia",BP0003,Bulbs/ Lamps,3.5v Streak Lamp 08200,31,3631,924.6495599,9
"Analyzer, Gas, Neon, Gaseous-Phase","Description for Analyzer, Gas, Neon, Gaseous-Phase",BP0001,Batteries/ UPS,BATTERY SERVO-I MARQUET,32,1689,4210.625904,3
"Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling","Description for Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling",BP0001,Batteries/ UPS,BATTERY LITHIUM ION,33,3919,3017.69877,9
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0004,Cables/ Lead Wires (or any part of it),Transpac IV Cable HP PHILIPS,34,4388,1785.632651,7
Device Indicating An Exhalation Event,Description for Device Indicating An Exhalation Event,BP0004,Cables/ Lead Wires (or any part of it),SPO2 Adult Finger Clip Sensor M1196A,35,5618,697.7152051,4
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0001,Batteries/ UPS,Battery 6v 2200 mah,36,4953,1859.593603,10
"Mask, Oxygen, Non-Rebreathing","Description for Mask, Oxygen, Non-Rebreathing",BP0003,Bulbs/ Lamps,300 Watts Xenon Lamp,37,3382,3571.867625,3
"Drain, Tee (Water Trap) Percussor, Powered-Electric","Description for Drain, Tee (Water Trap) Percussor, Powered-Electric",BP0006,Cuffs,CUFF S/H ADULT (PHILIPS),38,255,2764.44841,9
"Device, Heimlich Maneuver Assist","Description for Device, Heimlich Maneuver Assist",BP0025,Sensors/ Detectors,Oxygen Sensor,39,3069,276.411696,3
Brachial Plexus Anesthesia Kit,Description for Brachial Plexus Anesthesia Kit,BP0004,Cables/ Lead Wires (or any part of it),POWER CORD 5 METER 3 PIN,40,821,4070.082305,1
Oral Airway Assist,Description for Oral Airway Assist,BP0011,Equipment Specific Parts,Power Board,41,4923,3271.224675,4
Humidifier Nebulizer Kit,Description for Humidifier Nebulizer Kit,BP0004,Cables/ Lead Wires (or any part of it),Cable 5 leadset grabber M1971A,42,3516,4084.112004,5
"Acid, Vanilmandelic, Electrophoretic Separation","Description for Acid, Vanilmandelic, Electrophoretic Separation",BP0011,Equipment Specific Parts,MAINTAINANCE SPARE PART (IN HOUSE),43,2538,2594.943318,7
"Gas, Collecting Vessel","Description for Gas, Collecting Vessel",BP0006,Cuffs,Cuff Connector Female,44,1953,4109.057333,1
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0012,Filters,Cotton Filter-20 Inch,45,3046,1694.596628,5
Orotracheal Intubation Guide Kit,Description for Orotracheal Intubation Guide Kit,BP0004,Cables/ Lead Wires (or any part of it),"MINDRAY SPO2 Extension Cable, Sensor 2.4m (0010-20-42594)",46,1997,3626.435185,3
"Meter, Airway Pressure (Inspiratory Force)","Description for Meter, Airway Pressure (Inspiratory Force)",BP0025,Sensors/ Detectors,SIEMENS SERVO 9000 OXYGEN SENSOR OOM202,47,5234,2035.2379,7
"Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)","Description for Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)",BP0010,Electronic Components,PETTY CASH,48,5516,1246.66891,10
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0006,Cuffs,Cuff Connector Male,49,2003,2003.587404,8
"Strap, Head, Gas Mask Ventilator, Emergency, Powered (Resuscitator)","Description for Strap, Head, Gas Mask Ventilator, Emergency, Powered (Resuscitator)",BP0001,Batteries/ UPS,Rechargeable Battery,50,341,1598.329901,1
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0026,Solenoids/ Valves/ Gauges,Vent. Exhalation Valve Assy,51,5452,1060.221857,6
"Laryngoscope, Non-Rigid Yoke Assembly, Medical Gas","Description for Laryngoscope, Non-Rigid Yoke Assembly, Medical Gas",BP0026,Solenoids/ Valves/ Gauges,VALVE SPRING SET BIC-4008/S V10,52,112,3594.453914,5
"Plethysmograph, Volume","Description for Plethysmograph, Volume",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,"Battery Cover Assembly ,TOP 3300",53,1951,2508.926227,5
Tube Tracheostomy And Tube Cuff,Description for Tube Tracheostomy And Tube Cuff,BP0025,Sensors/ Detectors,Oxygen Sensor,54,2616,192.9227817,8
"Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)","Description for Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)",BP0025,Sensors/ Detectors,Drop Sensor TOP 3300 (89T) T6330522,55,2788,4983.497241,6
Nitric Oxide Generator And Delivery System,Description for Nitric Oxide Generator And Delivery System,BP0011,Equipment Specific Parts,900MR858 Electrical Adaptor,56,3904,484.820979,9
"Table And Tray, Anesthesia Analyzer","Description for Table And Tray, Anesthesia Analyzer",BP0026,Solenoids/ Valves/ Gauges,Solenoid Valve (Chamber),57,736,2878.247085,3
"Attachment, Breathing, Positive End Expiratory Pressure","Description for Attachment, Breathing, Positive End Expiratory Pressure",BP0004,Cables/ Lead Wires (or any part of it),ECG 3 LEAD TRUNK CABLE,58,1284,352.6065823,3
"Analyzer, Gas, Argon, Gaseous-Phase","Description for Analyzer, Gas, Argon, Gaseous-Phase",BP0025,Sensors/ Detectors,ANASTHESIA,59,2692,3373.695936,9
"Tube, Bronchial (W/Wo Connector)","Description for Tube, Bronchial (W/Wo Connector)",BP0004,Cables/ Lead Wires (or any part of it),Cable 5 lead ECG trunk M1668A,60,523,3202.125888,7
"Analyzer, Nitrogen Dioxide, Exempt","Description for Analyzer, Nitrogen Dioxide, Exempt",BP0025,Sensors/ Detectors,Oxygen Sensor (OOM102-1),61,1311,2843.325584,4
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0001,Batteries/ UPS,"Rechargeable Battery 11.1V, Mindray iMEC8",62,181,2472.536963,1
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0012,Filters,Diasafe Plus Filter,63,3325,3966.593117,1
"Valve, Pulmonary","Description for Valve, Pulmonary",BP0023,PPM/ Service/Maintenance/ Repair Kits,Fresenius 4008S PPM Kit Yearly,64,1910,4519.135331,5
"Laryngoscope, Rigid","Description for Laryngoscope, Rigid",BP0003,Bulbs/ Lamps,"Bulb 24 V 150 W, OSRAM",65,1875,2766.208079,6
"Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)","Description for Transducer, Gas Pressure, Differential Ventilator, External Body, Negative Pressure, Adult (Cuirass)",BP0006,Cuffs,Cuff Cylindrical 34 Ats,66,922,1607.80732,6
"Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated","Description for Generator, Oxygen, Portable Flowmeter, Tube, Thorpe, Back-Pressure Compensated",BP0025,Sensors/ Detectors,SIPAP MACHINE OXYGEN SENSOR FABIAN OOM204,67,2389,4280.220882,9
"Stimulator, Hypoglossal Nerve, Implanted, Apnea","Description for Stimulator, Hypoglossal Nerve, Implanted, Apnea",BP0004,Cables/ Lead Wires (or any part of it),SCHILLER 10 LEAD ECG CABLE BANANA TYPE,68,402,653.3686526,10
"Analyzer, Gas, Carbon-Dioxide, Gaseous-Phase","Description for Analyzer, Gas, Carbon-Dioxide, Gaseous-Phase",BP0003,Bulbs/ Lamps,Bulb 12V 100W (64627),69,4618,619.8757468,10
Nasal Endotracheal Tube Holder Kit,Description for Nasal Endotracheal Tube Holder Kit,BP0011,Equipment Specific Parts,MMS Module,70,3833,4284.287412,5
Chromatography Separation/Zimmerman 17-Ketogenic Steroids,Description for Chromatography Separation/Zimmerman 17-Ketogenic Steroids,BP0001,Batteries/ UPS,BATTERY B. BRAUN INFUSOMAT,71,5775,1166.445636,7
"Tent, Oxygen Tube, Thorpe, Uncompensated Chair, Posture, For Cardiac And Pulmonary Treatment","Description for Tent, Oxygen Tube, Thorpe, Uncompensated Chair, Posture, For Cardiac And Pulmonary Treatment",BP0025,Sensors/ Detectors,Spo2 Sensor Adult Original DS100A,72,3229,2012.572161,5
"Set, Tubing And Support, Ventilator (W Harness)","Description for Set, Tubing And Support, Ventilator (W Harness)",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),MODULE MONTARA AM-12,73,758,2733.917044,10
"Analyzer, Gas, Sevoflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Sevoflurane, Gaseous-Phase (Anesthetic Concentration)",BP0028,Transducers/ Probes,Ultrasound Tranducer,74,5954,4760.075426,5
Non-Bronchoscopic Bronchoalveolar Lavage Catheter,Description for Non-Bronchoscopic Bronchoalveolar Lavage Catheter,BP0004,Cables/ Lead Wires (or any part of it),ECG TRUNK CABLE PROPAQ LT 3 LEAD,75,4748,2445.585414,1
"Spacer, Direct Patient Interface","Description for Spacer, Direct Patient Interface",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE TRUSIGNAL GE WITH CONNECTOR,76,3262,1460.371228,4
"Analyzer, Gas, Argon, Gaseous-Phase","Description for Analyzer, Gas, Argon, Gaseous-Phase",BP0026,Solenoids/ Valves/ Gauges,RELEASE VALVE DIAPHRAGM,77,5119,1129.226049,2
"Laser, Neodymium:Yag, Pulmonary Surgery","Description for Laser, Neodymium:Yag, Pulmonary Surgery",BP0025,Sensors/ Detectors,Oxygen Cell OOM102,78,5779,778.7289315,8
Ultrasound Guided Nerve Block Assist,Description for Ultrasound Guided Nerve Block Assist,BP0003,Bulbs/ Lamps,LED BULB OPHTHALMOSCOPE,79,4685,3869.211676,3
"Bottle, Blow Mouthpiece, Breathing","Description for Bottle, Blow Mouthpiece, Breathing",BP0019,O-Rings/ Belts/ Seals/ Gaskets/ Washers,YELLOW BELT,80,2497,717.515614,1
"Spacer, Direct Patient Interface","Description for Spacer, Direct Patient Interface",BP0004,Cables/ Lead Wires (or any part of it),PHILIPS 5 LEAD TRUNK CABLE ECG M1530A,81,398,1426.20584,10
One-Way Air-Leak Valve,Description for One-Way Air-Leak Valve,BP0025,Sensors/ Detectors,Spo2 finger sensor M1191BL,82,2178,3112.898022,4
"Zimmerman/Norymberski, 17-Ketogenic Steroids","Description for Zimmerman/Norymberski, 17-Ketogenic Steroids",BP0003,Bulbs/ Lamps,Bulb Laryngoscope Adult Penlon 55091,83,3070,1875.646287,6
"Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)","Description for Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)",BP0011,Equipment Specific Parts,KEYPAD ORALIX,84,4897,556.5399135,7
"Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia","Description for Spirometer, Therapeutic (Incentive) Apparatus, Electronanesthesia",BP0028,Transducers/ Probes,2Mhz Tranducer (Blue),85,705,4498.895115,6
"Analyzer, Gas, Nitrogen, Gaseous-Phase","Description for Analyzer, Gas, Nitrogen, Gaseous-Phase",BP0011,Equipment Specific Parts,Water Trap,86,2424,4062.45956,9
Monitor For Opioid Induced Impairment Of Oxygenation,Description for Monitor For Opioid Induced Impairment Of Oxygenation,BP0002,Blankets/ Mattresses,HUNTLEGLY RIPPLE MATTRESS,87,3888,389.7114679,1
"Humidifier, Non-Direct Patient Interface (Home-Use)","Description for Humidifier, Non-Direct Patient Interface (Home-Use)",BP0004,Cables/ Lead Wires (or any part of it),SPO2 FINGER SENSOR NIHON KOHDEN,88,1667,4873.121595,4
Non-Bronchoscopic Bronchoalveolar Lavage Catheter,Description for Non-Bronchoscopic Bronchoalveolar Lavage Catheter,BP0003,Bulbs/ Lamps,BULB OSRAM XBOR 300W/60C,89,3497,4922.914763,2
"Circulator, Breathing-Circuit Circuit, Breathing (W Connector, Adaptor, Y Piece)","Description for Circulator, Breathing-Circuit Circuit, Breathing (W Connector, Adaptor, Y Piece)",BP0004,Cables/ Lead Wires (or any part of it),ECG USB Cable,90,4920,1705.67925,3
"Resuscitator, Manual, Non Self-Inflating","Description for Resuscitator, Manual, Non Self-Inflating",BP0011,Equipment Specific Parts,LED BULB 3.5V Opthalmoscope,91,3555,4704.232262,2
Laryngoscope Kit,Description for Laryngoscope Kit,BP0025,Sensors/ Detectors,"Spo2 Finger Sensor Adult, Trusat",92,4022,3307.229328,6
"Analyzer, Gas, Nitrous-Oxide, Gaseous Phase (Anesthetic Conc.)","Description for Analyzer, Gas, Nitrous-Oxide, Gaseous Phase (Anesthetic Conc.)",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,MATRESS SIDE 9MM CONNECTER,93,2088,3833.097948,7
"Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase","Description for Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase",BP0013,Heater Elements,"Heater 230-240Vac, 50/60Hz",94,3947,496.6799684,7
"Attachment, Breathing, Positive End Expiratory Pressure","Description for Attachment, Breathing, Positive End Expiratory Pressure",BP0001,Batteries/ UPS,BATTERY CR-1/3N,95,44,2770.575246,4
"Valve, Switching (Ploss)","Description for Valve, Switching (Ploss)",BP0004,Cables/ Lead Wires (or any part of it),SPO2 Extension Cable PN:0010-20-42710 or 562A,96,38,3934.407688,2
Regional Anesthesia Kit,Description for Regional Anesthesia Kit,BP0028,Transducers/ Probes,CARDIOTOCOGRAPH Toco Ultrasound Tranducer (Pink),97,2996,874.8471391,6
"Gaseous-Phase Absorber, Carbon-Dioxide","Description for Gaseous-Phase Absorber, Carbon-Dioxide",BP0025,Sensors/ Detectors,OXYGEN SENSOR,98,3057,1786.479793,6
Humidifier Nebulizer Kit,Description for Humidifier Nebulizer Kit,BP0011,Equipment Specific Parts,EXPIRATORY CASSETE,99,3869,4372.984206,10
"Valve, Pulmonary","Description for Valve, Pulmonary",BP0003,Bulbs/ Lamps,SOCKET BULB BLUE 130 MAQUET OT LIGHT,100,5405,3365.116461,6
"Stylet, Tracheal Tube","Description for Stylet, Tracheal Tube",BP0025,Sensors/ Detectors,DATEX OHMEDA (AESTIVA 5) 02 CELL 6050-0004-110,101,2282,2338.052322,6
"Gas-Machine, Anesthesia Hook, Ether","Description for Gas-Machine, Anesthesia Hook, Ether",BP0004,Cables/ Lead Wires (or any part of it),NIHON KOHDEN Fast Clip Ecg Electrode,102,5535,770.7406003,9
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0003,Bulbs/ Lamps,BULB MAQUET BLUE 22.8V 90W,103,5884,310.0024098,6
"Clip, Nose Gas, Calibration (Specified Concentration)","Description for Clip, Nose Gas, Calibration (Specified Concentration)",BP0025,Sensors/ Detectors,SPO finger sensor mindray adult 512F,104,4470,3888.113665,2
Ventilatory Assistance Helmet,Description for Ventilatory Assistance Helmet,BP0011,Equipment Specific Parts,"Drop sensor,BRAND:ORALIX, MODEL:OR-1500H",105,2525,1117.832202,9
"Connector, Airway (Extension) Catheter, Nasal, Oxygen","Description for Connector, Airway (Extension) Catheter, Nasal, Oxygen",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE RC-12,106,5027,4187.006632,1
"Needle, Conduction, Anesthesia, Reprocessed","Description for Needle, Conduction, Anesthesia, Reprocessed",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,CHARGERMODULE ASSY,107,1577,445.7205989,10
Tracheobronchial Suction Catheter Kit,Description for Tracheobronchial Suction Catheter Kit,BP0007,Diaphragms/ Pumps,Ultrafiltration Pump,108,4024,515.7148489,2
Anesthesia Kit,Description for Anesthesia Kit,BP0006,Cuffs,Cuff Cylindrical 34 Ats,109,336,1158.009942,1
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0006,Cuffs,Cuff Cylindrical 24 Ats,110,3832,878.7208621,8
Nitric Oxide Generator And Delivery System,Description for Nitric Oxide Generator And Delivery System,BP0004,Cables/ Lead Wires (or any part of it),6 lead wire for telemetri transmitter for ge apex PRO part no:421930-001,111,2698,1388.446731,3
"Spirometer, Monitoring (W/Wo Alarm) Computer, Oxygen-Uptake","Description for Spirometer, Monitoring (W/Wo Alarm) Computer, Oxygen-Uptake",BP0025,Sensors/ Detectors,Temperature Probe 900MR860,112,1276,3613.497745,4
"Analyzer, Gas, Isoflurane, Gaseous-Phase (Anesthetic Concentration)","Description for Analyzer, Gas, Isoflurane, Gaseous-Phase (Anesthetic Concentration)",BP0001,Batteries/ UPS,Rechargeable Battery (TE-112),113,1208,2073.923101,5
"Monitor, Lung Water Measurement","Description for Monitor, Lung Water Measurement",BP0004,Cables/ Lead Wires (or any part of it),Extension Cable PC-8,114,2191,4034.796282,10
Computer-Assisted Personalized Sedation System,Description for Computer-Assisted Personalized Sedation System,BP0001,Batteries/ UPS,Battery LI-ion 14.8V 6.6Ah 98Wh (for Heartstart XL+),115,4144,2511.929438,10
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0012,Filters,Black Carbon Filter,116,3403,2895.102455,7
"Prosthesis, Tracheal, Expandable","Description for Prosthesis, Tracheal, Expandable",BP0012,Filters,Cotton Filter-10 Inch,117,3257,1603.267693,5
