HCPCS_and_CPT_Code,DME_Supplier_Services_MUE_Values,MUE_Adjudication_Indicator,MUE_Rationale
L5220,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5230,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5250,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5270,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5280,2,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
L5301,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5312,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5321,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5331,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5341,2,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
L5400,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5410,2,3 Date of Service Edit: Clinical,Nature of Equipment
L5420,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5430,2,3 Date of Service Edit: Clinical,Nature of Equipment
L5450,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5460,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5500,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5505,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5510,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5520,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5530,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5535,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5540,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5560,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5570,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5580,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5585,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5590,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5595,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5600,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5610,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5611,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5613,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5614,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5616,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5617,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5618,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5620,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5622,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5624,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5626,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5628,2,3 Date of Service Edit: Clinical,Nature of Equipment
L5629,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5630,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5631,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5632,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5634,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5636,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5637,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5638,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5639,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5640,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5642,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5643,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5644,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5645,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5646,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5647,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5648,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5649,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5650,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5651,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5652,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5653,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5654,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5655,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5656,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5658,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5661,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5665,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5666,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5668,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5670,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5671,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5672,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5673,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5676,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5677,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5678,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5679,4,3 Date of Service Edit: Clinical,Nature of Equipment
L5680,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5681,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5682,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5683,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5684,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5685,4,3 Date of Service Edit: Clinical,Anatomic Consideration
L5686,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5688,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5690,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5692,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5694,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5695,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5696,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5697,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5698,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5699,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5700,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5701,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5702,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5703,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5704,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5705,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5706,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5707,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5710,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5711,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5712,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5714,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5716,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5718,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5722,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5724,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5726,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5728,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5780,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5781,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5782,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5785,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5790,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5795,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5810,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5811,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5812,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5814,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5816,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5818,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5822,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5824,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5826,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5828,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5830,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5840,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5845,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5848,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5850,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5855,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5856,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5857,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5858,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5859,2,3 Date of Service Edit: Clinical,Nature of Equipment
L5910,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5920,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5925,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L5930,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5940,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5950,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5960,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5961,1,3 Date of Service Edit: Clinical,Nature of Equipment
L5962,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5964,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5966,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5968,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5969,0,3 Date of Service Edit: Clinical,Published Contractor Policy
L5970,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5971,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5972,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5973,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5974,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5975,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5976,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5978,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5979,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5980,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5981,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5982,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5984,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5985,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5986,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5987,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5988,2,2 Date of Service Edit: Policy,Anatomic Consideration
L5990,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6000,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6010,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6020,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6026,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6050,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6055,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6100,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6110,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6120,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6130,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6200,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6205,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6250,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6300,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6310,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6320,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6350,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6360,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6370,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6380,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6382,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6384,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6386,2,3 Date of Service Edit: Clinical,Nature of Equipment
L6388,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6400,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6450,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6500,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6550,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6570,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6580,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6582,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6584,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6586,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6588,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6590,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6600,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6605,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6610,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6611,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6615,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6616,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6620,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6621,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6623,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6624,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6625,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6628,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6629,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6630,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6632,4,3 Date of Service Edit: Clinical,Clinical: Data
L6635,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6637,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6638,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6640,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6641,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6642,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6645,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6646,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6647,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6648,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6650,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6655,4,3 Date of Service Edit: Clinical,Clinical: Data
L6660,4,3 Date of Service Edit: Clinical,Clinical: Data
L6665,4,3 Date of Service Edit: Clinical,Clinical: Data
L6670,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6672,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6675,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6676,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6677,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6680,4,3 Date of Service Edit: Clinical,Nature of Equipment
L6682,4,3 Date of Service Edit: Clinical,Nature of Equipment
L6684,4,3 Date of Service Edit: Clinical,Nature of Equipment
L6686,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6687,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6688,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6689,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6690,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6691,2,3 Date of Service Edit: Clinical,Clinical: Data
L6692,2,3 Date of Service Edit: Clinical,Clinical: Data
L6693,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6694,2,3 Date of Service Edit: Clinical,Nature of Equipment
L6695,2,3 Date of Service Edit: Clinical,Nature of Equipment
L6696,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6697,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6698,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6703,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6704,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6706,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6707,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6708,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6709,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6711,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6712,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6713,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6714,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6715,5,3 Date of Service Edit: Clinical,Anatomic Consideration
L6721,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6722,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6805,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6810,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6880,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6881,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6882,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6883,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6884,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6885,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6890,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6895,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L6900,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6905,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6910,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6915,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6920,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6925,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6930,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6935,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6940,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6945,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6950,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6955,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6960,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6965,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6970,2,2 Date of Service Edit: Policy,Anatomic Consideration
L6975,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7007,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7008,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7009,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7040,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7045,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7170,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7180,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7181,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7185,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7186,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7190,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7191,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7259,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7360,1,3 Date of Service Edit: Clinical,Clinical: Data
L7362,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
L7364,1,3 Date of Service Edit: Clinical,Clinical: Data
L7366,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
L7367,2,3 Date of Service Edit: Clinical,Clinical: Data
L7368,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
L7400,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7401,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7402,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7403,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7404,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7405,2,2 Date of Service Edit: Policy,Anatomic Consideration
L7510,4,3 Date of Service Edit: Clinical,Clinical: Data
L7520,12,3 Date of Service Edit: Clinical,Clinical: Data
L7600,0,3 Date of Service Edit: Clinical,CMS Policy
L7700,2,1 Line Edit,Clinical: CMS Workgroup
L7900,0,3 Date of Service Edit: Clinical,CMS Policy
L7902,0,3 Date of Service Edit: Clinical,CMS Policy
L8000,6,3 Date of Service Edit: Clinical,Clinical: Data
L8001,4,3 Date of Service Edit: Clinical,Clinical: Data
L8002,4,3 Date of Service Edit: Clinical,Clinical: Data
L8010,0,3 Date of Service Edit: Clinical,Published Contractor Policy
L8015,4,3 Date of Service Edit: Clinical,Clinical: Data
L8020,4,3 Date of Service Edit: Clinical,Clinical: Data
L8030,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L8031,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L8032,2,2 Date of Service Edit: Policy,Anatomic Consideration
L8033,2,2 Date of Service Edit: Policy,Anatomic Consideration
L8035,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L8039,2,3 Date of Service Edit: Clinical,Anatomic Consideration
L8040,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8041,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8042,2,2 Date of Service Edit: Policy,Anatomic Consideration
L8043,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8044,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8045,2,2 Date of Service Edit: Policy,Anatomic Consideration
L8046,1,3 Date of Service Edit: Clinical,Anatomic Consideration
L8047,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8048,1,3 Date of Service Edit: Clinical,Nature of Equipment
L8049,6,3 Date of Service Edit: Clinical,Clinical: Data
L8300,1,3 Date of Service Edit: Clinical,Clinical: Data
L8310,1,3 Date of Service Edit: Clinical,Clinical: Data
L8320,2,3 Date of Service Edit: Clinical,Nature of Equipment
L8330,2,3 Date of Service Edit: Clinical,Nature of Equipment
L8400,12,3 Date of Service Edit: Clinical,Clinical: Data
L8410,12,3 Date of Service Edit: Clinical,Clinical: Data
L8415,6,3 Date of Service Edit: Clinical,Clinical: Data
L8417,12,3 Date of Service Edit: Clinical,Clinical: Data
L8420,24,3 Date of Service Edit: Clinical,Clinical: Data
L8430,24,3 Date of Service Edit: Clinical,Clinical: Data
L8435,12,3 Date of Service Edit: Clinical,Clinical: Data
L8440,4,3 Date of Service Edit: Clinical,Clinical: Data
L8460,4,3 Date of Service Edit: Clinical,Clinical: Data
L8465,4,3 Date of Service Edit: Clinical,Clinical: Data
L8470,24,3 Date of Service Edit: Clinical,Clinical: Data
L8480,24,3 Date of Service Edit: Clinical,Clinical: Data
L8485,12,3 Date of Service Edit: Clinical,Clinical: Data
L8500,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8501,2,3 Date of Service Edit: Clinical,Clinical: Data
L8507,3,3 Date of Service Edit: Clinical,Clinical: Data
L8509,0,3 Date of Service Edit: Clinical,CMS Policy
L8510,1,2 Date of Service Edit: Policy,Anatomic Consideration
L8511,1,3 Date of Service Edit: Clinical,Clinical: Data
L8512,9,3 Date of Service Edit: Clinical,Clinical: Data
L8513,6,3 Date of Service Edit: Clinical,Clinical: Data
L8514,1,3 Date of Service Edit: Clinical,Clinical: Data
L8515,1,3 Date of Service Edit: Clinical,Clinical: Data
L8600,0,3 Date of Service Edit: Clinical,CMS Policy
L8609,0,3 Date of Service Edit: Clinical,CMS Policy
L8610,0,3 Date of Service Edit: Clinical,CMS Policy
L8612,0,3 Date of Service Edit: Clinical,CMS Policy
L8613,0,3 Date of Service Edit: Clinical,CMS Policy
L8614,0,3 Date of Service Edit: Clinical,CMS Policy
L8615,0,3 Date of Service Edit: Clinical,CMS Policy
L8616,0,3 Date of Service Edit: Clinical,CMS Policy
L8617,0,3 Date of Service Edit: Clinical,CMS Policy
L8618,0,3 Date of Service Edit: Clinical,CMS Policy
L8619,0,3 Date of Service Edit: Clinical,CMS Policy
L8621,0,3 Date of Service Edit: Clinical,CMS Policy
L8622,0,3 Date of Service Edit: Clinical,CMS Policy
L8623,0,3 Date of Service Edit: Clinical,CMS Policy
L8624,0,3 Date of Service Edit: Clinical,CMS Policy
L8630,0,3 Date of Service Edit: Clinical,CMS Policy
L8631,0,3 Date of Service Edit: Clinical,CMS Policy
L8641,0,3 Date of Service Edit: Clinical,CMS Policy
L8642,0,3 Date of Service Edit: Clinical,CMS Policy
L8658,0,3 Date of Service Edit: Clinical,CMS Policy
L8659,0,3 Date of Service Edit: Clinical,CMS Policy
L8670,0,3 Date of Service Edit: Clinical,CMS Policy
L8680,0,3 Date of Service Edit: Clinical,CMS Policy
L8681,0,3 Date of Service Edit: Clinical,CMS Policy
L8682,0,3 Date of Service Edit: Clinical,CMS Policy
L8683,0,3 Date of Service Edit: Clinical,CMS Policy
L8684,0,3 Date of Service Edit: Clinical,CMS Policy
L8685,0,3 Date of Service Edit: Clinical,CMS Policy
L8686,0,3 Date of Service Edit: Clinical,CMS Policy
L8687,0,3 Date of Service Edit: Clinical,CMS Policy
L8688,0,3 Date of Service Edit: Clinical,CMS Policy
L8689,0,3 Date of Service Edit: Clinical,CMS Policy
L8690,0,3 Date of Service Edit: Clinical,CMS Policy
L8691,0,3 Date of Service Edit: Clinical,CMS Policy
L8692,0,3 Date of Service Edit: Clinical,CMS Policy
L8693,0,3 Date of Service Edit: Clinical,CMS Policy
L8695,0,3 Date of Service Edit: Clinical,CMS Policy
L8701,1,3 Date of Service Edit: Clinical,Nature of Equipment
L8702,1,3 Date of Service Edit: Clinical,Nature of Equipment
L9900,0,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
Q0035,0,3 Date of Service Edit: Clinical,CMS Policy
Q0091,0,3 Date of Service Edit: Clinical,CMS Policy
Q0092,0,3 Date of Service Edit: Clinical,CMS Policy
Q0111,0,3 Date of Service Edit: Clinical,CMS Policy
Q0112,0,3 Date of Service Edit: Clinical,CMS Policy
Q0113,0,3 Date of Service Edit: Clinical,CMS Policy
Q0114,0,3 Date of Service Edit: Clinical,CMS Policy
Q0115,0,3 Date of Service Edit: Clinical,CMS Policy
Q0144,0,3 Date of Service Edit: Clinical,CMS Policy
Q0161,66,3 Date of Service Edit: Clinical,Clinical: Data
Q0162,40,3 Date of Service Edit: Clinical,CMS Policy
Q0163,13,3 Date of Service Edit: Clinical,CMS Policy
Q0164,18,3 Date of Service Edit: Clinical,CMS Policy
Q0166,2,3 Date of Service Edit: Clinical,Prescribing Information
Q0167,108,3 Date of Service Edit: Clinical,Prescribing Information
Q0169,26,3 Date of Service Edit: Clinical,CMS Policy
Q0173,11,3 Date of Service Edit: Clinical,CMS Policy
Q0174,0,3 Date of Service Edit: Clinical,Drug discontinued
Q0175,14,3 Date of Service Edit: Clinical,CMS Policy
Q0177,36,3 Date of Service Edit: Clinical,CMS Policy
Q0180,1,3 Date of Service Edit: Clinical,Prescribing Information
Q0478,0,3 Date of Service Edit: Clinical,CMS Policy
Q0479,0,3 Date of Service Edit: Clinical,CMS Policy
Q0480,0,3 Date of Service Edit: Clinical,CMS Policy
Q0481,0,3 Date of Service Edit: Clinical,CMS Policy
Q0482,0,3 Date of Service Edit: Clinical,CMS Policy
Q0483,0,3 Date of Service Edit: Clinical,CMS Policy
Q0484,0,3 Date of Service Edit: Clinical,CMS Policy
Q0485,0,3 Date of Service Edit: Clinical,CMS Policy
Q0486,0,3 Date of Service Edit: Clinical,CMS Policy
Q0487,0,3 Date of Service Edit: Clinical,CMS Policy
Q0488,0,3 Date of Service Edit: Clinical,CMS Policy
Q0489,0,3 Date of Service Edit: Clinical,CMS Policy
Q0490,0,3 Date of Service Edit: Clinical,CMS Policy
Q0491,0,3 Date of Service Edit: Clinical,CMS Policy
Q0492,0,3 Date of Service Edit: Clinical,CMS Policy
Q0493,0,3 Date of Service Edit: Clinical,CMS Policy
