EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
3015,4743,11/4/2023,6,Diagnostic tests and troubleshooting
5720,960,11/5/2023,9,Diagnostic tests and troubleshooting
4368,4348,10/27/2023,1,Replaced worn-out components
1018,2633,12/24/2023,4,Lubricated moving parts
2618,3158,1/24/2023,8,Replaced worn-out components
3826,303,12/1/2023,9,Replaced worn-out components
2261,1139,5/18/2023,5,Checked and tightened loose connections
2073,4658,6/17/2023,8,Replaced faulty sensor
3659,4565,8/10/2023,6,Disinfection and sterilization
1703,4782,4/22/2023,1,Routine inspection and cleaning
1980,4901,2/10/2023,9,Calibrated equipment for accuracy
1875,193,9/6/2023,5,Checked and tightened loose connections
5075,3572,5/13/2023,6,Verified calibration accuracy
4688,4028,4/28/2023,9,Diagnostic tests and troubleshooting
4059,4211,11/24/2023,4,Verified calibration accuracy
796,3731,2/25/2023,6,Routine inspection and cleaning
1619,170,12/28/2023,7,Replaced faulty sensor
1243,1102,1/19/2023,1,Routine inspection and cleaning
3567,4162,6/15/2023,3,Checked and tightened loose connections
2127,963,10/19/2023,8,Performed software update
4706,1645,10/16/2023,3,Replaced faulty sensor
287,4614,4/8/2023,7,Lubricated moving parts
2478,1030,1/19/2023,5,Safety inspection and compliance check
2071,879,3/8/2023,2,Routine inspection and cleaning
5596,3867,2/27/2023,1,Emergency repair
4217,1508,8/30/2023,2,Safety inspection and compliance check
2984,4753,10/6/2023,6,Lubricated moving parts
3798,302,1/30/2023,6,Lubricated moving parts
5943,2861,6/14/2023,1,Preventive maintenance
4583,3463,5/5/2023,6,Lubricated moving parts
2471,1123,5/1/2023,6,Diagnostic tests and troubleshooting
1081,800,5/13/2023,7,Lubricated moving parts
1974,3627,11/29/2023,2,Performed software update
5979,4281,8/16/2023,1,Routine inspection and cleaning
4731,3569,7/5/2023,4,Routine inspection and cleaning
5750,2648,9/17/2023,3,Verified calibration accuracy
3804,4566,5/2/2023,4,Lubricated moving parts
5155,2076,7/5/2023,7,Disinfection and sterilization
2670,1643,2/20/2023,8,Diagnostic tests and troubleshooting
2305,2225,12/5/2023,6,Replaced worn-out components
1220,846,1/21/2023,8,Checked and tightened loose connections
428,1276,10/22/2023,2,Verified calibration accuracy
2552,1303,6/4/2023,8,Performed software update
4691,1318,10/19/2023,7,Replaced faulty sensor
5969,1906,1/12/2023,1,Emergency repair
807,2760,10/24/2023,8,Replaced worn-out components
1265,4277,3/7/2023,1,Routine inspection and cleaning
763,2982,9/25/2023,9,Emergency repair
1689,4158,10/7/2023,1,Disinfection and sterilization
4083,3681,5/5/2023,2,Safety inspection and compliance check
2878,3762,2/23/2023,8,Emergency repair
532,1469,4/8/2023,2,Checked and tightened loose connections
2153,1468,9/17/2023,4,Safety inspection and compliance check
1938,4753,6/30/2023,6,Lubricated moving parts
108,3016,1/8/2023,1,Performed software update
3067,1700,7/14/2023,3,Lubricated moving parts
4360,1289,6/29/2023,1,Emergency repair
1376,3389,5/28/2023,1,Routine inspection and cleaning
2441,3296,4/5/2023,4,Performed software update
4306,3532,7/8/2023,5,Preventive maintenance
458,1829,8/23/2023,7,Calibrated equipment for accuracy
241,2928,11/8/2023,6,Preventive maintenance
4953,4586,12/20/2023,8,Preventive maintenance
5918,3808,2/15/2023,9,Calibrated equipment for accuracy
1672,4733,8/28/2023,3,Checked and tightened loose connections
3497,31,3/28/2023,1,Preventive maintenance
2821,1196,7/22/2023,1,Performed software update
1566,4436,10/13/2023,2,Performed software update
723,4486,8/12/2023,3,Preventive maintenance
1434,1761,9/18/2023,3,Safety inspection and compliance check
4764,188,4/14/2023,8,Replaced worn-out components
3865,2169,4/30/2023,2,Calibrated equipment for accuracy
4230,4866,4/25/2023,8,Calibrated equipment for accuracy
3325,4608,5/9/2023,3,Checked and tightened loose connections
4840,385,1/5/2023,3,Replaced worn-out components
1831,1383,7/12/2023,2,Checked and tightened loose connections
4000,4438,10/22/2023,9,Emergency repair
2001,4081,2/1/2023,9,Safety inspection and compliance check
5755,2499,12/2/2023,4,Routine inspection and cleaning
4857,3064,9/6/2023,8,Replaced faulty sensor
4696,2622,6/1/2023,9,Verified calibration accuracy
3510,854,9/4/2023,1,Disinfection and sterilization
1564,1998,4/21/2023,8,Calibrated equipment for accuracy
4019,2931,10/10/2023,2,Diagnostic tests and troubleshooting
63,2865,8/30/2023,6,Verified calibration accuracy
671,2535,4/26/2023,9,Lubricated moving parts
3630,3878,1/9/2023,2,Checked and tightened loose connections
1614,4443,10/16/2023,7,Replaced worn-out components
263,399,5/2/2023,3,Routine inspection and cleaning
2048,4427,7/21/2023,8,Calibrated equipment for accuracy
3697,854,4/26/2023,6,Performed software update
2311,2226,1/21/2023,6,Disinfection and sterilization
1705,2884,11/21/2023,3,Diagnostic tests and troubleshooting
3553,4063,7/13/2023,1,Performed software update
345,1272,1/6/2023,8,Safety inspection and compliance check
1798,1965,4/15/2023,6,Performed software update
1840,2582,10/22/2023,4,Checked and tightened loose connections
1929,3877,12/29/2023,5,Checked and tightened loose connections
989,1931,8/15/2023,4,Verified calibration accuracy
2301,1351,7/18/2023,9,Replaced worn-out components
67,2134,8/26/2023,6,Calibrated equipment for accuracy
2416,3861,6/12/2023,4,Replaced faulty sensor
4725,2418,12/21/2023,4,Lubricated moving parts
1344,3803,2/7/2023,6,Replaced worn-out components
629,2060,12/11/2023,6,Disinfection and sterilization
4451,3878,11/10/2023,7,Preventive maintenance
949,2158,6/11/2023,8,Performed software update
2067,3229,9/26/2023,2,Replaced faulty sensor
1840,3506,8/11/2023,6,Calibrated equipment for accuracy
416,3706,8/7/2023,4,Calibrated equipment for accuracy
984,1563,6/5/2023,8,Diagnostic tests and troubleshooting
3435,2276,7/8/2023,6,Replaced worn-out components
4465,1089,12/22/2023,9,Performed software update
3108,899,6/29/2023,2,Replaced faulty sensor
3611,569,5/25/2023,8,Routine inspection and cleaning
191,1574,12/24/2023,1,Replaced worn-out components
1445,4343,5/13/2023,3,Checked and tightened loose connections
5215,3958,10/14/2023,7,Emergency repair
2100,1013,1/14/2023,1,Diagnostic tests and troubleshooting
2539,3841,1/20/2023,5,Calibrated equipment for accuracy
2878,3963,2/14/2023,2,Emergency repair
5186,4009,3/30/2023,6,Diagnostic tests and troubleshooting
4056,4317,2/16/2023,4,Verified calibration accuracy
365,353,12/3/2023,5,Verified calibration accuracy
5214,87,7/9/2023,2,Diagnostic tests and troubleshooting
204,1387,11/10/2023,3,Verified calibration accuracy
3533,519,11/19/2023,7,Replaced faulty sensor
2806,2211,3/25/2023,3,Checked and tightened loose connections
2804,4823,4/7/2023,5,Performed software update
941,1916,11/30/2023,7,Routine inspection and cleaning
1526,1477,2/18/2023,3,Lubricated moving parts
683,1739,6/10/2023,9,Verified calibration accuracy
45,4864,12/18/2023,6,Diagnostic tests and troubleshooting
3054,2363,4/1/2023,1,Emergency repair
5581,4283,11/7/2023,2,Checked and tightened loose connections
2795,620,3/23/2023,9,Diagnostic tests and troubleshooting
5910,3999,2/16/2023,5,Routine inspection and cleaning
487,3378,10/27/2023,9,Disinfection and sterilization
3581,2284,12/4/2023,9,Routine inspection and cleaning
15,4056,12/30/2023,2,Disinfection and sterilization
1612,3014,8/11/2023,2,Safety inspection and compliance check
5572,304,6/19/2023,8,Preventive maintenance
5480,3988,4/9/2023,9,Verified calibration accuracy
37,2315,4/16/2023,9,Performed software update
1197,3011,3/15/2023,7,Verified calibration accuracy
1830,2758,2/13/2023,4,Disinfection and sterilization
1046,4868,2/27/2023,3,Lubricated moving parts
124,3603,10/19/2023,5,Replaced worn-out components
2160,3890,7/9/2023,2,Calibrated equipment for accuracy
4161,501,10/10/2023,4,Emergency repair
5998,1704,11/28/2023,7,Routine inspection and cleaning
934,3573,9/27/2023,6,Performed software update
678,1640,10/18/2023,3,Safety inspection and compliance check
2349,919,8/14/2023,8,Replaced worn-out components
4182,3241,11/21/2023,7,Replaced faulty sensor
2364,4893,10/20/2023,7,Emergency repair
5422,3197,12/2/2023,7,Safety inspection and compliance check
4728,3312,6/2/2023,6,Lubricated moving parts
788,3291,4/15/2023,3,Safety inspection and compliance check
5404,2285,8/4/2023,9,Performed software update
2118,2023,2/11/2023,3,Disinfection and sterilization
4016,2266,9/22/2023,4,Disinfection and sterilization
5555,4619,10/4/2023,5,Replaced worn-out components
1265,2994,10/14/2023,8,Preventive maintenance
201,729,5/19/2023,8,Replaced worn-out components
5921,226,8/17/2023,9,Performed software update
3309,1932,10/20/2023,8,Replaced faulty sensor
3377,4682,12/3/2023,9,Preventive maintenance
5395,132,5/24/2023,3,Calibrated equipment for accuracy
2653,3527,9/22/2023,1,Emergency repair
3909,4451,7/8/2023,6,Checked and tightened loose connections
2427,1737,8/9/2023,3,Diagnostic tests and troubleshooting
5818,3911,1/24/2023,3,Verified calibration accuracy
1247,4268,10/4/2023,5,Preventive maintenance
1792,2476,8/23/2023,2,Safety inspection and compliance check
5126,4952,7/22/2023,2,Emergency repair
2177,4753,5/10/2023,8,Performed software update
5608,4584,10/27/2023,8,Routine inspection and cleaning
4527,4790,9/1/2023,8,Replaced worn-out components
1943,55,10/10/2023,7,Disinfection and sterilization
5449,2503,5/28/2023,7,Safety inspection and compliance check
1805,2458,12/25/2023,9,Preventive maintenance
5300,3735,12/19/2023,8,Performed software update
4392,3776,3/11/2023,5,Verified calibration accuracy
513,2030,7/15/2023,9,Performed software update
2331,2884,5/28/2023,7,Calibrated equipment for accuracy
2486,4753,5/16/2023,8,Performed software update
1372,2207,10/18/2023,8,Verified calibration accuracy
5629,4387,6/5/2023,8,Performed software update
689,2704,9/25/2023,1,Safety inspection and compliance check
4855,936,5/12/2023,2,Preventive maintenance
176,2914,3/31/2023,3,Replaced worn-out components
275,1602,7/12/2023,9,Replaced worn-out components
332,3061,4/12/2023,3,Checked and tightened loose connections
2800,4823,6/21/2023,1,Lubricated moving parts
1408,4649,5/3/2023,3,Preventive maintenance
2311,2663,9/7/2023,1,Emergency repair
1362,2445,11/14/2023,1,Diagnostic tests and troubleshooting
369,3483,4/15/2023,4,Checked and tightened loose connections
5995,3062,1/15/2023,8,Checked and tightened loose connections
2270,2316,9/23/2023,2,Safety inspection and compliance check
2540,3747,1/9/2023,9,Checked and tightened loose connections
4544,1561,12/20/2023,2,Verified calibration accuracy
1505,3656,7/26/2023,5,Diagnostic tests and troubleshooting
1463,4973,6/15/2023,9,Routine inspection and cleaning
1814,3901,8/25/2023,5,Disinfection and sterilization
4370,4365,9/7/2023,8,Verified calibration accuracy
208,3427,11/13/2023,3,Preventive maintenance
3304,1890,10/9/2023,2,Routine inspection and cleaning
5314,1077,8/18/2023,9,Replaced worn-out components
5887,1474,2/24/2023,6,Preventive maintenance
5515,722,8/19/2023,4,Emergency repair
5918,34,11/18/2023,5,Replaced faulty sensor
18,4574,5/13/2023,5,Replaced faulty sensor
405,1586,2/25/2023,7,Lubricated moving parts
2861,2792,10/9/2023,5,Replaced faulty sensor
607,3935,1/10/2023,2,Replaced worn-out components
2726,1673,1/2/2023,8,Calibrated equipment for accuracy
1377,2832,7/31/2023,9,Verified calibration accuracy
2339,4004,10/16/2023,2,Disinfection and sterilization
3910,3432,4/6/2023,4,Calibrated equipment for accuracy
531,2263,2/27/2023,3,Diagnostic tests and troubleshooting
1542,23,11/16/2023,5,Disinfection and sterilization
2249,28,6/20/2023,1,Preventive maintenance
1876,2753,6/24/2023,3,Diagnostic tests and troubleshooting
3085,3693,9/26/2023,1,Performed software update
1579,147,1/24/2023,5,Disinfection and sterilization
5618,3102,4/4/2023,7,Replaced worn-out components
5966,3220,1/24/2023,9,Diagnostic tests and troubleshooting
4581,3243,6/3/2023,4,Calibrated equipment for accuracy
2170,4783,8/30/2023,7,Diagnostic tests and troubleshooting
2762,3405,12/23/2023,9,Performed software update
5583,3836,7/18/2023,1,Disinfection and sterilization
2639,2749,5/24/2023,3,Replaced worn-out components
365,97,9/11/2023,2,Routine inspection and cleaning
3568,2481,2/8/2023,5,Lubricated moving parts
1169,599,3/8/2023,5,Replaced worn-out components
4326,2526,5/10/2023,8,Safety inspection and compliance check
950,1639,12/5/2023,7,Lubricated moving parts
306,2729,7/31/2023,7,Emergency repair
5898,1783,7/19/2023,6,Diagnostic tests and troubleshooting
3739,140,11/4/2023,1,Checked and tightened loose connections
2959,3291,11/29/2023,2,Replaced faulty sensor
1621,861,10/13/2023,6,Routine inspection and cleaning
5357,1233,7/15/2023,3,Checked and tightened loose connections
2311,1268,7/6/2023,2,Safety inspection and compliance check
3514,4222,3/1/2023,4,Replaced faulty sensor
5890,3523,3/14/2023,1,Emergency repair
5824,4571,3/2/2023,8,Routine inspection and cleaning
695,398,3/27/2023,3,Performed software update
4758,606,6/23/2023,9,Verified calibration accuracy
2932,6,10/23/2023,5,Disinfection and sterilization
2970,1044,12/9/2023,2,Diagnostic tests and troubleshooting
1638,2270,12/11/2023,4,Preventive maintenance
3885,1759,5/6/2023,9,Emergency repair
3834,2560,12/17/2023,9,Emergency repair
1192,1744,4/23/2023,7,Diagnostic tests and troubleshooting
1330,1126,3/25/2023,5,Checked and tightened loose connections
5595,2319,8/1/2023,7,Emergency repair
3372,2916,4/30/2023,8,Replaced faulty sensor
2469,2692,3/3/2023,8,Replaced worn-out components
4338,4135,7/5/2023,5,Replaced faulty sensor
5140,1977,3/10/2023,3,Diagnostic tests and troubleshooting
4960,492,7/25/2023,4,Emergency repair
1133,2081,12/9/2023,1,Diagnostic tests and troubleshooting
5427,3178,6/14/2023,2,Performed software update
4238,3654,10/2/2023,2,Safety inspection and compliance check
228,1583,11/18/2023,3,Replaced faulty sensor
4343,1260,8/19/2023,8,Replaced faulty sensor
4062,267,10/22/2023,2,Performed software update
2405,4284,5/8/2023,1,Verified calibration accuracy
1052,1951,8/10/2023,1,Replaced worn-out components
3026,3308,1/19/2023,3,Verified calibration accuracy
1784,1588,9/13/2023,5,Safety inspection and compliance check
2289,650,12/21/2023,1,Preventive maintenance
2711,350,6/18/2023,5,Diagnostic tests and troubleshooting
1355,1109,1/7/2023,2,Routine inspection and cleaning
3359,1171,11/6/2023,1,Checked and tightened loose connections
1682,2081,12/3/2023,8,Lubricated moving parts
500,2369,4/27/2023,7,Replaced worn-out components
3591,2309,10/28/2023,8,Replaced worn-out components
5464,1229,1/10/2023,5,Diagnostic tests and troubleshooting
3432,2551,11/30/2023,9,Preventive maintenance
5633,2651,6/15/2023,5,Checked and tightened loose connections
3317,598,11/20/2023,4,Performed software update
6000,4167,1/16/2023,6,Diagnostic tests and troubleshooting
868,2814,6/4/2023,6,Replaced worn-out components
3855,649,12/3/2023,9,Calibrated equipment for accuracy
5475,1567,9/12/2023,9,Calibrated equipment for accuracy
3002,3260,5/2/2023,4,Performed software update
2777,3291,11/5/2023,1,Replaced worn-out components
1594,1210,9/19/2023,2,Routine inspection and cleaning
4567,4521,9/8/2023,7,Diagnostic tests and troubleshooting
5600,4717,1/28/2023,6,Performed software update
5423,4243,5/15/2023,7,Replaced faulty sensor
5082,794,5/11/2023,9,Replaced faulty sensor
112,131,12/13/2023,1,Checked and tightened loose connections
1751,4183,11/25/2023,7,Preventive maintenance
2461,1756,5/29/2023,8,Replaced worn-out components
2659,4746,4/18/2023,6,Disinfection and sterilization
3962,4882,3/12/2023,1,Lubricated moving parts
4596,2631,2/1/2023,4,Checked and tightened loose connections
2623,3503,7/4/2023,5,Verified calibration accuracy
3422,160,1/25/2023,2,Preventive maintenance
4617,1289,6/26/2023,1,Verified calibration accuracy
3154,288,8/31/2023,7,Disinfection and sterilization
606,4471,10/5/2023,3,Calibrated equipment for accuracy
5385,4877,6/16/2023,6,Performed software update
1498,1163,12/26/2023,6,Replaced faulty sensor
3099,576,6/17/2023,4,Lubricated moving parts
3895,2765,10/14/2023,4,Replaced worn-out components
5248,172,5/9/2023,3,Checked and tightened loose connections
2951,3822,8/28/2023,2,Preventive maintenance
2607,660,12/18/2023,3,Safety inspection and compliance check
3307,753,6/26/2023,1,Safety inspection and compliance check
566,601,10/10/2023,9,Replaced worn-out components
230,3243,11/24/2023,6,Preventive maintenance
4826,4909,6/1/2023,6,Preventive maintenance
692,1213,4/1/2023,7,Replaced faulty sensor
1866,4009,8/21/2023,1,Checked and tightened loose connections
3847,1660,7/25/2023,7,Calibrated equipment for accuracy
2354,4246,10/10/2023,2,Emergency repair
5199,259,7/24/2023,3,Verified calibration accuracy
920,3321,3/15/2023,3,Performed software update
4649,4881,11/1/2023,7,Lubricated moving parts
4795,3582,6/7/2023,8,Emergency repair
4837,4376,10/24/2023,1,Disinfection and sterilization
4893,4698,8/25/2023,2,Safety inspection and compliance check
3849,4886,1/18/2023,2,Emergency repair
5108,4313,3/30/2023,1,Preventive maintenance
3588,3187,3/16/2023,9,Routine inspection and cleaning
2096,2329,3/17/2023,8,Replaced worn-out components
3297,3176,8/4/2023,3,Calibrated equipment for accuracy
