License_Number,FirmName,Doing_Business_As: ,Expiration_Date,Work_Phone,Street_Address,City,State,Zipcode
72019,"Nancy Tuscano, RPT",Sierra Sleep Diagnostics,9/11/2014,(530) 755-1251,"565 Reeves Avenue, Suite 3",Yuba City,CA,95991
72021,Valley Oxygen,Synergy Sleep & Respiratory,7/31/2014,(818) 294-7113,"1314 W. Glenoaks Blvd., Suite 105",Glendale,CA,91201
72030,"Inland Empire Diagnostics, Inc.",,7/25/2015,(951) 245-5680,"119 W. Sulphur Street, Suite B-2",Lake Elsinore,CA,92530
72031,"Aabica Medical, Inc.",,7/24/2015,(916) 857-0817,3366 Mather Field Rd.,Rancho Cordova,CA,95670
72069,ArjoHuntleigh Inc.,,8/9/2014,(909) 383-6619,380 East Orangeshow Road,San Bernardino,CA,92408
72102,Mendo-Lake Home Respiratory Services Inc.,,10/28/2014,(707) 263-9888,843 Parallel Drive,Lakeport,CA,95453
72109,"MCM Healthcare Supplies, LLC",,8/8/2014,(408) 826-2070,3258 Evco Court,San Jose,CA,95127
72110,Shasta Medical Equipment,,8/7/2015,(530) 222-9444,310 Lake Blvd.,Redding,CA,96003
72126,Central Orthopedic,,8/16/2014,(209) 869-4041,6619 Cipponeri Circle,Riverbank,CA,95367
72133,The CPAP Supply Store,,10/22/2014,(714) 906-9718,950 N. Winter Street,Anaheim,CA,92805
72143,"Eric's Medical Supply, Inc.",,8/7/2014,(619) 298-9640,5267 Linda Vista Road,San Diego,CA,92110
72170,"Pulmocare Respiratory Services, Inc.",,9/19/2014,(888) 785-6622,"6712 Preston Avenue, Unit B",Livermore,CA,94551
72171,Prescribed O2 Corp.,Prescribed Oxygen,8/9/2014,(760) 634-6701,"7965 Silverton Avenue, Suite 1317",San Diego,CA,92126
72200,SuperCare,,8/19/2014,(626) 774-4508,"399 Business Park Court, #403",Windsor,CA,95492
72201,ArjoHuntleigh Inc.,,10/3/2014,(530) 356-1098,"2915 Innsbrook Dr., Suite C",Redding,CA,96003
72202,ArjoHuntleigh Inc.,,10/15/2014,(714) 735-3717,"16855 Knott Avenue, Bldg. B",La Mirada,CA,90638
72216,World Best Medical Supplies Inc.,Diabetic Corner,8/21/2014,(951) 847-7022,328 Minaret Street,Corona,CA,92881
72248,Lincare Inc.,,8/23/2015,(916) 928-9350,1431 North Market Blvd. Suite 4,Sacramento,CA,95834
72262,One Sky Medical,,9/20/2014,(408) 320-1318,"1400 Coleman Avenue, Suite D14-2",Santa Clara,CA,95050
72283,"Jongro Medical Supply, Inc.",,8/28/2014,(714) 530-8275,6035 Beach Blvd.,Buena Park,CA,90621
72304,A-1 Healthcare Center,Gregory L. Thomas & Maria E. Thomas,9/12/2015,(760) 945-4700,"1205 North Melrose Drive, Suite N",Vista,CA,92083
72305,Precision Medical Products Inc.,,9/9/2015,(888) 963-6265,6205 South Walnut Street,Loomis,CA,95650
72309,"American Discount Home Medical Equipment, Inc.",,1/14/2015,(800) 956-6616,2972 Vivian Lane,San Jose,CA,95124
72316,"Diamond Respiratory Care, Inc.",,12/6/2014,(800) 977-3002,"7801 Telegraph Road, Suite N",Montibello,CA,90640
72345,"RGH Enterprises, Inc. known in CA as HHI Enterprises, Inc.","Edgepark Medical Supplies, Independence Medical",1/17/2015,(909) 923-2691,3980 Earlstone Street,Ontario,CA,91761
72346,"Action Medical Supply, LLC",,12/5/2014,(562) 862-0202,5582 Imperial Hwy,South Gate,CA,90280
72365,California Sleep Inc.,,9/17/2014,(909) 335-5444,1879 W. Redlands Blvd.,Redlands,CA,92373
72368,"B.A.T. Distribution, Inc.",Physician's Choice Medical Supply,9/23/2014,(818) 779-7746,"7758 Balboa Blvd., Suite A",Van Nuys,CA,91406
72382,"Advanced Sleep Medicine Services, Inc.",,8/2/2015,(877) 775-3377,"11500 W. Olympic Blvd., # 415",Los Angeles,CA,90064
72399,"Academy Medical Equipment, Inc.",,10/11/2014,(909) 247-1398,"1494 E. Francis Street, Unit A",Ontario,CA,91761
72420,"Magnetize Marketing, LLC",Vibrant Healthcare Services,9/18/2014,(866) 588-1172,"28422 Constellation Road, Suite 210",Valencia,CA,91355
72429,Norman  Cheung MD,,2/4/2015,(510) 786-2222,"27206 Calaroga Avenue, #120",Hayward,CA,94545
72449,"Advance Medical Equipment, Inc.",,9/20/2014,(818) 409-9200,"8340 Van Nuys Blvd., Suite G",Panorama City,CA,91402
72459,Focus Surgical Inc.,,11/4/2014,(415) 656-4496,"100 N Hill Drive, Suite 43",Brisbane,CA,94005
72462,Comfort Medical Supply,,9/6/2014,(909) 795-6615,"34664 County Line Road, Suite 14",Yucaipa,CA,92399
72474,"Lantan, LLC",Azul Home Care Partners,10/1/2014,(562) 869-0349,"8043 2nd Street, Suite 103",Downey,CA,90241
72475,Apria Healthcare LLC,,10/2/2014,(951) 658-7466,"38444 Sky Canyon Drive, Suite 110",Murrieta,CA,92563
72480,"Brannons Rentals & Sales, Inc.",Brannons Medical,10/3/2014,(408) 722-9499,"17015 Walnut Grove Drive, Suite 103",Morgan Hill,CA,95037
72481,"Western Healthcare Ind., Inc.",Northern Medical Supply Company,10/24/2014,(209) 223-7306,825 N. State Highway 49-88,Jackson,CA,95642
72482,Silva Aslanyan,Aslanyan Medical Supply,10/28/2014,(323) 662-0951,5122 Santa Monica Blvd.,Los Angeles,CA,90029
72494,"Meridian Medical Products, Inc.",City of Sleep.com,10/4/2014,(818) 261-4001,1989 Riverside Drive,Los Angeles,CA,90039
72496,"Redwood Electrotherapy, LLC",,9/30/2015,(510) 856-4350,"21060 Redwood Road, Suite 200",Castro Valley,CA,94546
72497,South Coast Fitter,,2/13/2015,(888) 712-2430,"1580 E. Edinger Street, Suite T",Santa Ana,CA,92705
72523,Arcmed Equipment & Supplies,,10/7/2014,(818) 848-8152,3210 N. San Fernando Blvd.,Burbank,CA,91504
72526,Libra Medical Supply Inc.,,10/14/2015,(818) 646-1122,14509 Gilmore Street,Van Nuys,CA,91411
72547,ArjoHuntleigh Inc.,,10/10/2014,(916) 203-3287,4680 Pell Drive,Sacramento,CA,95838
72548,ArjoHuntleigh Inc.,,10/25/2014,(510) 383-9210,1461 Doolittle Drive,San Leandro,CA,94577
72554,Sherian L. Prince,Pacific Medical Supply,10/2/2014,(559) 662-0658,401 West olive Ave #2,Madera,CA,93637
72559,"Academy Medical Equipment, Inc.",,10/16/2014,(562) 803-1928,"7700 Imperial Hwy, Unit B1",Downey,CA,90242
72589,"Dynamic Medical Systems, LLC",,10/22/2014,(510) 782-6201,"2613 Barrington Court, Suite C",Hayward,CA,94545
72618,Medical Supply Center,,10/15/2014,(323) 666-1185,4870 Santa Monica Blvd,Los Angeles,CA,90029
72620,Access Medical Inc.,"Access Medical Rehab, AMR",11/6/2014,(714) 988-2474,1440 S. State College Blvd. Suite 4F,Anaheim,CA,92806
72625,Valley Home Medical Supply,,11/14/2014,(818) 700-1509,"9001 Oso Avenue, Unit F",Chatsworth,CA,91311
72631,Lincoln Health DME & Supplies,,10/23/2014,(951) 736-9000,"218 N. Lincoln Avenue, Suite 101",Corona,CA,92882
72634,"CT/CTR, Inc.",,10/28/2014,(714) 826-7890,3898 Cerritos Avenue,Los Alamitos,CA,90720
72651,Bennett Medical Services,,10/31/2014,(916) 681-0111,"9412 Big Horn Blvd., Suite 1",Elk Grove,CA,95758
72650,American International Medical Supply,,11/20/2014,(714) 588-1502,"615 N. Berry St., Suite E",Brea,CA,92821
72700,KNC MEDICAL SUPPLY,,11/14/2014,(323) 299-0837,3931 West Slauson Avenue,Los Angeles,CA,90043
72717,Halls Medical Services,,11/12/2014,(714) 912-4371,1669 N. O'Donnell Way,Orange,CA,92867
72724,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,11/20/2014,(925) 935-9194,"190 N. Wiget Lane, Suite B",Walnut Creek,CA,94598
72725,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,1/6/2015,(800) 217-9387,"2120 Forest Avenue, Suite 3",San Jose,CA,94123
72728,"Gibraltar Healthcare Supplies, LLC",,11/26/2014,(818) 880-4600,"27001 Agoura Road, Suite 170",Calabasas,CA,91301
72742,"Hanger Prosthetics & Orthotics West, Inc.",,12/3/2014,(925) 930-7801,2075 N. Broadway Avenue,Walnut Creek,CA,94596
56616,"Breathe Homecare, Inc.",,12/10/2014,(949) 988-7700,"175 Technology Drive, Suite 100",Irvine,CA,92618
72814,RecoverCare LLC,,11/20/2014,(502) 381-1867,4360 Pinell Street,Sacramento,CA,95838
72817,"Your Choice Medical Supply, Inc.",,12/18/2014,(562) 688-6290,14026 Lambert Road,Whittier,CA,90605
72820,"American Carequest, Inc.",AMCQ Medical Supply,1/21/2015,(415) 885-9100,"1426 Fillmore Street, #209",San Francisco,CA,94115
72821,Photo-Script Pharmaceuticals Corp,PSP Homecare,1/9/2015,(800) 507-8758,"2221 E. Winston Road, Suite O",Anaheim,CA,92806
72844,Independent Life Medical Supplies,,1/7/2015,(510) 868-2185,2036 Blake Street,Berkeley,CA,94704
72880,Whole Health Medical Solutions,,12/17/2014,(805) 449-0061,684 N. Moorpark Road,Thousand Oaks,CA,91360
72883,"Orion Medical Group, Inc.",,1/6/2015,(714) 649-9284,"480 Apollo St., Suite C",Brea,CA,92821
72889,"Dynamic Medical Systems, LLC.",,12/13/2014,(909) 890-9292,"580 Nevada Street, Suites O&P",Redlands,CA,92373
72905,Montgomery Marketing,,12/10/2014,(562) 777-7088,14109 Pontlavoy Ave.,Santa Fe Springs,CA,90670
72908,"Medical Market of Almaden, Inc.",Almaden Medical Market,11/12/2014,(408) 266-2369,"5353 Almaden Expressway, Suite F70",San Jose,CA,95118
72947,"Palm Drug, Inc.","Palm Medical Supplies (division of Palm Drug, Inc. )",2/26/2015,(909) 425-0311,"3694 E. Highland Avenue, Suite 27",Highland,CA,92346
72948,"Fundamental Medical Supply, Inc.",,12/20/2014,(805) 230-2220,"1459 E. Thousand Oaks Blvd., Suite G",Thousand Oaks,CA,91362
72953,"Spectrum Orthopedic Supply, Inc.",,12/17/2014,(530) 520-3622,3858 Spyglass Road,Chico,CA,95973
72959,"River City Pharmacy, Inc.",,1/8/2015,(510) 670-2819,"26010 Eden Landing, Suite 5 & 6",Hayward,CA,94545-3727
73001,"Verus Care, Inc.",,12/20/2014,(530) 273-7996,"1110 S. Wilson Way, Suite A",Stockton,CA,95205
73017,"Daniel Norman MD., Inc.",Santa Monica Sleep Disorders Center,2/13/2015,(310) 828-2293,"1301 20th Street, Suite 370",Santa Monica,CA,90404
73021,The Weitchpec Group,Arrow Respiratory Care,4/3/2015,(909) 987-1661,"9567 Arrow Route, Suite L",Rancho Cucamonga,CA,91730
73037,"Orthomed, LLC",,1/22/2015,(323) 869-0000,9834 Norwalk Blvd.,Santa Fe Springs,CA,90670
73039,"Affordable Medical Supply, Inc.",,1/13/2015,(559) 224-3040,1535 Shaw Avenue,Fresno,CA,93710
73040,"Fremont-Rideout Management Services Organization, Inc.",Sierra Health Care Center,12/31/2014,(530) 751-7030,939 Live Oak Boulevard,Yuba City,CA,95991-4002
73061,Medic-Air LLC,Acute Air Care,2/25/2015,(714) 968-6397,"2740 S. Harbor Blvd., Suite H",Santa Ana,CA,92704
73080,"Guardian Angel's Medical Supply, Inc.",,2/5/2015,(209) 826-2223,222 I Street,Los Banos,CA,93635
73082,"Express RX, Inc.",Express RX Pharmacy & Medical Supplies,2/5/2015,(213) 353-0552,"1711 W. Temple Street, #100",Los Angeles,CA,90026
73083,Norbert and Leslie Gibola,,2/7/2015,(949) 457-1600,"24100 El Toro Road, Suite E",Laguna Woods,CA,92637
73084,"SML Medical Supplies, Inc.",,1/24/2015,(909) 559-7200,"2132 S. Grove Avenue, Unit # G",Ontario,CA,91761
73088,"Noland Enterprise, Inc.",,7/16/2015,(530) 221-4099,"1255 Liberty Street, Suite G",Redding,CA,96001
73099,High Desert Cardio Pulmonary Group,High Desert Sleep Disorders Center,2/12/2015,(760) 242-4191,"16017 Tuscola Road, Suite C",Apple Valley,CA,92307
73106,A-1 Mobility,,1/29/2015,(805) 462-9925,5820 El Camino Real,Atascadero,CA,93422
73113,"H&H Drug Stores, Inc.",Western Drug Medical Supply,2/3/2015,(800) 891-3661,114 E. Airport Drive,San Bernardino,CA,92408
73114,"Seven Seas Distribution and Manufacturing, LLC",NovaTech Medical Devices,3/27/2015,(800) 571-1846,11643 Telegraph Road,Santa Fe Springs,CA,90670
73169,"RFJ & G, Incorporated","M4 Oxygen Service, M4 CPAP & More",1/30/2015,(909) 949-9555,"1440 N. Benson Avenue, Suite E",Upland,Ca,91786
55302,Cardinal Health 200 LLC.,,3/12/2015,(909) 605-0900,4551 E. Philadelphia Street,Ontario,CA,91761
73243,K.C. Medical,,4/10/2015,(310) 676-4433,11949 Hawthorne Blvd.,Hawthorne,CA,90250
73245,"Verus Care, Inc.",,2/20/2015,(530) 273-7996,"2260 Cooper Avenue, Suite G",Merced,CA,95340
73256,Qualium Corp.,CPAP Specialist,2/14/2015,(866) 887-6673,"535 East Romie Lane, Suite 1",Salinas,CA,93901
73260,QUALIUM CORP,CPAP SPECIALIST,2/14/2015,(866) 887-6673,"225 Spruce Avenue, Suite 1",South San Francisco,CA,94080
73271,"Respiratory Care of America, Inc.",,2/19/2015,(310) 474-8200,"10700 Santa Monica Blvd., Suite 205",Los Angeles,CA,90025
73276,"S & G Homecare, Inc.",,2/10/2015,(951) 787-1129,"1110 Palmyrita Avenue, Suite 110",Riverside,CA,92507
73278,"A 2 Z Medical Supply Depot, Inc.",,2/24/2015,(805) 582-1022,4811 E. Los Angeles Avenue,Simi Valley,CA,93063
73307,"Med Life & Orthopedic Shoes, Inc.",Medlife Healthcare,2/25/2015,(818) 701-5101,"9909 Canoga Avenue, Unit 1",Chatsworth,CA,91311
73308,"mdINR, LLC",,3/19/2015,(408) 955-0159,72 Bonaventura Drive,San Jose,CA,95134
73322,Aircare Medical Supply,Aircare Home Medical,2/28/2015,(818) 782-3900,"6900 Canby Avenue, Unit 105",Reseda,CA,91335
73396,Medical Oxygen and Supplies,,3/14/2015,(714) 674-0737,"569 Mercury Lane, Suite A",Brea,CA,92821
73416,"Super Care, Inc.",Super care Health,3/18/2015,(626) 625-8561,1637 Del Amo Blvd.,Carson,CA,90746
73450,"Universal Medical Supplies and Rentals, Inc.",Precision Repair Network,3/13/2015,(760) 599-3935,"2244 South Santa Fe Avenue, Suite A5",Vista,CA,92804
73452,1st Choice Medical,,3/7/2015,(559) 439-1369,6581 N. Blackstone,Fresno,CA,93710
73453,"KMBR Group, Inc.",Front Medical Supply Company,3/28/2015,(510) 623-1065,"4432 Enterprise Street, Suite I",Fremont,CA,94538
73471,"Benevolent Innovations, LLC",,3/28/2015,(661) 322-7775,"3551 Q Street, Suite 103",Bakersfield,CA,93301
73489,Correxus Medical Supply,,4/29/2015,(707) 474-5080,322 Cernon Street,Vacaville,CA,94568
73545,"Total Nutrition Therapy, Inc.",,4/17/2015,(714) 777-8794,"16644 E. Johnson Drive, Suite B",Industry,CA,91745
73451,"Universal Medical Supplies and Rentals, Inc.",Precision Repair Network,3/13/2015,(858) 361-7889,"11362 Amalgam Way, Suite E",Rancho Cordova,CA,95670
73606,"H & H Drug Stores, Inc.",Western Drug Medical,4/24/2015,(559) 277-2661,5639 W. Barstow Avenue,Fresno,CA,93722
73630,"AJM Properties, LLC",BIMED SUPPLY CO.,4/21/2015,(847) 778-1350,"310 Via Vera Cruz, Suite 108",San Marcos,CA,92078
73714,Disabled Mobility Systems,Better Life Mobility Centers,6/13/2015,(310) 432-0700,1424 S. La Cienega Blvd.,Los Angeles,CA,90035
73715,"Medical Network Resource Center, Inc.","MNRE, Inc.",5/15/2015,(909) 590-0797,"13841 Roswell Avenue, Bldg. 12, Unit 1",Chino,CA,91710
73716,"Medcare Supply, Inc.",,6/3/2015,(415) 775-7117,"4300 Geary Blvd., #A",San Francisco,CA,94118
73674,"ArjoHuntleigh, Inc.",,5/22/2015,(559) 217-6082,"4753 W. Shaw Avenue, Suite 110",Fresno,CA,93722
73758,Comforen Medical Equipment,,4/24/2015,(510) 452-7888,"388 9th Street, Suite 127",Oakland,CA,94607
73774,"ABC Medi Health, Inc.",ABC Medical Supply & Equipment,5/5/2015,(408) 295-1526,425 S. Bascom Avenue,San Jose,CA,95128
73776,Super Care Inc.,Super Care Health,5/5/2015,(800) 206-4880,"14731 Franklin Avenue, Unit 1",Tustin,CA,91761
73792,Lincare Inc.,,6/26/2015,(888) 288-8187,7067 Commerce Circle,Pleasanton,CA,94566
73806,National Autism Resources,,6/24/2015,(877) 249-2393,6240 Goodyear Road,Benicia,CA,94510
73826,A&G Spinal Solutions II LLC,,5/12/2015,(562) 272-0865,"3300 E. South St., Suite 205A",Long Beach,CA,90805
73827,Hanger,"OrthoXpress- Team Post-Op, Inc.",6/5/2015,(949) 253-5500,17256 Red Hill Avenue,Irvine,CA,92614
73862,"Save-On Home Health Care Supply, Inc.",,5/19/2015,(626) 914-5282,"150 S. Grand Avenue, Suite H",Glendora,CA,91741
73865,"Mi-Med Supply Co., Inc.",,5/19/2015,(760) 734-6648,"1390 Decision Street, Suite B",Vista,CA,92081
73889,Sleep Apnea CPAP Supplies,,6/23/2015,(909) 579-5204,"8333 Foothill Blvd., Suite 105",Rancho Cucamonga,CA,91730
73890,"All Care Medical Equipment and Supplies, LLC",,6/13/2015,(949) 407-7350,"11 Orchard Road, Suite 108",Lake Forest,CA,92630
73923,"Endeavor Medical Supply, Inc.",,6/4/2015,(714) 522-1500,7851 Walker Street,La Palma,CA,90623
73956,All Medical Supply & Equipment,,5/27/2015,(707) 554-6701,921 Marin Street,Vallejo,CA,94590
73957,"Oxnard Medical Supply, Inc.",,5/28/2015,(805) 486-5949,"711 S. Oxnard Blvd., #A",Oxnard,CA,93030
73965,Wellness Medical Supplies and Mobility Equipment LLC,,5/23/2015,(714) 779-8544,"1261 N. Lakeview Avenue, Unit A",Anaheim,CA,92807
73995,Pain Medicine Consultants,,5/20/2015,(925) 287-1256,2250 Morello Avenue,Pleasant Hill,CA,94523
73997,Valley Oxygen,Synergy Sleep & Respiratory,5/20/2015,(661) 589-6800,"3232 Rio Mirada Drive, Suite C2",Bakersfield,CA,93308
74031,Snore Solutions LLC,,6/10/2015,(415) 689-7799,"450 Sutter Street, Suite 1610",San Francisco,CA,94108
74045,"Pulmonary Providers, Inc.",,6/13/2015,(818) 347-6100,6457 Independence Avenue,Woodland Hills,CA,91367
74047,"Roma Marketing, Inc.",Chino Medical Supply,5/21/2015,(909) 464-1500,12422 Central Avenue,Chino,CA,91710
56910,"Asante Solutions, Inc.",,6/4/2015,(408) 716-5600,352 East Java Drive,Sunnyvale,CA,94089
74058,"Owens Healthcare - Medical Equipment, Inc.",Owens Medical #7,6/4/2015,(530) 924-2768,"874 Plumas Street, Suite #200",Yuba City,CA,95991
74060,"Pumping Essentials, LLC",,6/5/2015,(866) 688-4203,"1172 National Drive, #90",Sacramento,CA,95834
74061,Hanger,Total Care,6/19/2015,(949) 253-5500,"1660 Hamilton Avenue, Suite 101",San Jose,CA,95125
74062,Hanger,"OrthoXpress / Team Post-Op, Inc.",6/19/2015,(949) 253-5500,"2025 Chicago Avenue, Suite A-4",Riverside,CA,92507
74064,Hanger,OrthoXpress / Team Post-op,6/13/2015,(949) 253-5500,"8334 Clairemont Mesa Blvd/, Suite 111",San Diego,CA,92111
74065,Hanger,"OrthoXpress / Team Post-Op, Inc.",6/16/2015,(949) 253-5500,"30101 Agoura Court, #114",Agoura Hills,CA,91301
74069,Naptime Homecare,NHC Medical Supply,5/29/2015,(909) 593-8025,"255 E. Bonita, #103",Pomona,CA,91767
74074,"Zi-Med Supply Co., Inc.",,6/18/2015,(805) 520-3555,"2355 Tapo Street, #2",Simi Valley,CA,93063
74123,Nadonah Medical Supply,Nadonah Medical Supply,6/20/2015,(661) 718-3870,5021 West Avenue M,Quartz Hill,CA,93536
74127,"Fiber-Tech Manufacturing, Inc.",Medical Products & All Home Medical Supply,6/13/2015,(800) 388-8184,4150 Convoy Street,San Diego,CA,92111
74130,"HCR Enterprises, Inc.",PSP Medical Rental and Sales,6/19/2015,(562) 801-4700,"12401 Slauson Avenue, Unit D",Whittier,CA,90606
74158,Apria Healthcare LLC,,7/15/2015,(707) 671-6053,755 Bevins Street,Lakeport,CA,95453
74163,Recovery DME,,7/10/2015,(800) 214-8618,"9449 Balboa Avenue, Suite 110",San Diego,CA,92123
74164,Hospice Source LLC,,7/25/2015,(562) 463-7400,3645 San Gabriel River Parkway,Pico Rivera,CA,90660
74307,"Merced Medical Supply, Inc.",,6/3/2016,(209) 722-3832,100 Riggs Road,Merced,CA,95340
74308,"Idamed, Inc.",At Home Medical Equipment & Supplies,7/3/2015,(714) 556-4663,"17660 Newhope Street, Suite F",Fountain Valley,CA,92708
74309,"Optimal Rehab, Inc.",,7/23/2015,(909) 390-9111,"360 S. Milliken Avenue, Suite B & C",Ontario,CA,91761
74319,"Express RX, Inc.",Express RX Pharmacy & Medical Supplies,7/17/2015,(213) 800-4789,"5790 E. Shields Avenue, #103",Fresno,CA,93727
74339,"ABC World Medical, Inc.",,7/21/2015,(714) 530-1171,10256 Westminister Avenue,Garden Grove,CA,92843
74140,Montgomery Marketing,Montgomery Marketing,7/28/2015,(562) 777-7088,"1014 E. Cooley Drive, Suite E",Colton,CA,92324
74369,"My Home Medical Supplies, LLC",,7/11/2015,(916) 921-1054,"1500 West El Camino Avenue, #14",Sacramento,CA,95833
74384,St. Joseph Medical Equipment Corporation,Precision Repair Network,7/25/2015,(818) 359-0634,2821 W. Burbank Blvd.,Burbank,CA,91505
74385,"Super Care, Inc.",,7/18/2015,(800) 206-4880,1001 Peeten Court,Milpitas,CA,95035
74423,"BBD Advantage, Inc.",DME United,7/28/2015,(818) 230-2474,"14540 Hamlin St., Suite E3",Van Nuys,CA,91411
